batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
22,jiomart_deodar_organics_deodar_organics_raw_ajwain_honey_pure_unprocessed_unheated_no_added_sugar_or_preserv,"Deodar Organics Raw Ajwain Honey | Pure, Unprocessed, Unheated | No Added Sugar or Preservatives | Immunity Booster | Sourced from Indigenous Farms | Rich in Antioxidants | 1 Kg",Deodar Organics,spread,sauce-ketchup-butter,1.0,kg,549.0,jiomart
23,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_16,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *16,Choyo,noodles_pasta,noodles-pasta,,,600.0,jiomart
24,jiomart_jeeru_jeeru_jeera_masala_drink_2_l,Jeeru Jeera Masala Drink 2 L,Jeeru,beverage,juice-drink,2.0,L,95.0,jiomart
25,jiomart_aplenty_aplenty_white_onion_in_vinegar_sirka_pyaz_sirke_wala_pyaaz_silver_skin_onions_onion_pickle_4,APLENTY White Onion In Vinegar | Sirka Pyaz | Sirke Wala Pyaaz | Silver Skin Onions | Onion Pickle (400 Gms),Aplenty,flavourings,pickles-chutney,400.0,g,218.0,jiomart
26,jiomart_goshudh_goshudh_desi_khand_800_g_400g_x_2_pack_sugar,Goshudh Desi Khand 800 g (400g X 2 Pack) Sugar,Goshudh,essentials,salt-sugar,800.0,g,132.0,jiomart
27,jiomart_riscossa_riscossa_linguine_pasta_500_gms,Riscossa Linguine Pasta 500 GMS,Riscossa,noodles_pasta,noodles-pasta,500.0,g,245.0,jiomart
28,jiomart_cook_garden_cookgarden_instant_oats_500_gm_and_lentil_pasta_300_gm_pack_of_2,CookGarden Instant Oats 500 gm and Lentil Pasta 300 gm - Pack Of 2,Cook Garden,snacks,breakfast,500.0,g,349.0,jiomart
29,jiomart_kesarco_kesarco_dry_fruits_and_nuts_trail_mix_150gm,Kesarco Dry Fruits and Nuts Trail mix 150gm,Kesarco,essentials,dry-fruits-nuts,150.0,g,99.0,jiomart
30,jiomart_coolberg_coolberg_cranberry_non_alcoholic_beer_300ml_cans_pack_of_6_300ml_x_6,Coolberg Cranberry Non Alcoholic Beer 300ml CANs - Pack of 6 (300ml x 6),Coolberg,beverage,juice-drink,300.0,ml,534.0,jiomart
31,jiomart_24_mantra_organic_24_mantra_organic_pancharatna_mix_dal_500_g,24 Mantra Organic Pancharatna Mix Dal 500 g,24 Mantra Organic,essentials,pulses,24.0,,148.0,jiomart
32,jiomart_anmol_anmol_idly_rice_10_kg_i_udupi_idly_rice,Anmol Idly Rice 10 Kg I Udupi Idly Rice,Anmol,essentials,rice,10.0,kg,900.0,jiomart
33,jiomart_good_life_good_life_tur_dal_1_kg,Good Life Tur Dal 1 kg,Good Life,essentials,pulses,1.0,kg,129.0,jiomart
34,jiomart_ricewalah_ricewalah_wada_kolam_rice_5kg_bag_aged_rice_unpolished_rice_direct_from_farmers,RiceWalah Wada Kolam Rice | 5kg Bag | Aged Rice | Unpolished Rice | Direct From Farmers,Ricewalah,essentials,rice,5.0,kg,699.0,jiomart
35,jiomart_hf_surya_hf_surya_500g_rock_salt_sendha_namak_upwas_ka_namak,"HF, SURYA 500g Rock Salt| Sendha Namak| Upwas Ka Namak","Hf, Surya",essentials,salt-sugar,500.0,g,159.0,jiomart
36,jiomart_soni_farms_soni_farms_organic_white_basmati_rice_1_kg_unpolished_and_chemical_free_long_grain_rice_f,SONI FARMS - ORGANIC White Basmati Rice - 1 KG | Unpolished and Chemical Free | Long grain Rice for Everyday Use | Rich in Taste and Aroma,Soni Farms,essentials,rice,1.0,kg,258.0,jiomart
37,jiomart_kwik_snack_kwik_snack_delicious_fresh_tasty_lime_pickel_nimbu_ka_achaar_lemon_pickle_500_gm,"kwik snack Delicious, Fresh & Tasty LIME PICKEL/ Nimbu Ka Achaar Lemon Pickle - 500 GM",Kwik Snack,flavourings,pickles-chutney,500.0,g,247.0,jiomart
38,jiomart_kwik_snack_kwik_snack_mango_jam_500_gm_glass_bottle,KWIK SNACK MANGO JAM (500 GM GLASS BOTTLE),Kwik Snack,spread,sauce-ketchup-butter,500.0,g,207.0,jiomart
39,jiomart_lucky_lucky_falooda_mango_ready_mix_rich_creamy_dessert_drink_just_add_milk_sweet_creamy_indian_drin,"Lucky Falooda (Mango) Ready Mix | Rich, Creamy, Dessert Drink | Just Add Milk |Sweet & Creamy Indian Drink with Basil Seeds & Vermicelli | Ready-to-Make Treat |Milkshake| 200g.x2 [Pack of 2]",Lucky,ready_to_eat,ready-to-eat,200.0,g,100.0,jiomart
40,jiomart_minnus_fresh_minnus_fresh_carrot_sprouted_wheat_puttu_powder_250_g,Minnus Fresh Carrot Sprouted Wheat Puttu Powder (250 g),Minnus Fresh,essentials,flour,250.0,g,200.0,jiomart
41,jiomart_masterchow_masterchow_easy_meal_2_sauces_1_dip_and_3_noodles_pack_of_6,"Masterchow Easy Meal 2 Sauces, 1 Dip And 3 Noodles (Pack Of 6)",Masterchow,noodles_pasta,noodles-pasta,2.0,Sauces,1063.0,jiomart
42,jiomart_ab_brand_ab_brand_quality_anjeer_soft_dried_figs_naturally_sweet_nutritious_delight,AB BRAND Quality Anjeer | Soft Dried Figs | Naturally Sweet & Nutritious Delight,Ab Brand,essentials,dry-fruits-nuts,,,179.0,jiomart
43,jiomart_britannia_britannia_5050_sweet_salty_biscuits_188_g,Britannia 50-50 Sweet & Salty Biscuits 188 g,Britannia,snacks,biscuit,188.0,g,33.0,jiomart
44,jiomart_good_life_good_life_big_kali_sarso_rai_mustard_seeds_100_g,Good Life Big Kali Sarso / Rai Mustard Seeds 100 g,Good Life,essentials,masala,100.0,g,16.0,jiomart
45,jiomart_marwar_marwar_quinoa_seeds_1_kg_natural_organic_white_quinoa_protein_rich_gluten_free_superfood,"Marwar Quinoa Seeds 1 kg (Natural Organic, White Quinoa, Protein Rich & Gluten Free Super-Food)",Marwar,essentials,masala,1.0,kg,149.0,jiomart
46,jiomart_star_a_mothers_choice_star_a_mothers_choice_unpolished_sabut_moong_dal_saboot_green_moong_high_fiber,STAR A Mother's Choice Unpolished Sabut Moong Dal | Saboot Green Moong | High Fiber | Premium Quality | 500g,Star A Mother'S Choice,essentials,pulses,500.0,g,169.0,jiomart
47,jiomart_la_casa_la_casa_coffee_mocha_spread_made_in_india_all_natural_350g_,La Casa Coffee Mocha Spread | Made in India | All Natural | 350g ,|La Casa,spread,sauce-ketchup-butter,350.0,g,249.0,jiomart
48,jiomart_shree_s_organic_shree_s_organic_moringa_powder_100_natural_1kg,Shree S Organic MORINGA POWDER | 100% Natural 1kg,Shree S Organic,beverage,tea-cofee,1.0,kg,415.0,jiomart
49,jiomart_manna_manna_go_grain_crunchies_multigrain_breakfast_cereal_for_kids_real_chocolate_nuts,Manna Go Grain Crunchies Multigrain Breakfast Cereal for Kids | Real Chocolate & Nuts,Manna,snacks,breakfast,,,349.0,jiomart
50,jiomart_teacurry_teacurry_gold_coffee_50_grams_rich_and_smooth_coffee_for_a_healthier_start_to_your_day_inst,Teacurry Gold Coffee 50 grams - Rich and Smooth Coffee for a Healthier Start to Your Day | Instant coffee | Cocoa powder from cocoa bean,Teacurry,beverage,tea-cofee,50.0,g,149.0,jiomart
