batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
11,jiomart_lg_lg_compounded_hing_powder_100_g,LG Compounded Hing Powder 100 g,Lg,essentials,masala,100.0,g,180.0,jiomart,370.0,64.4,10.2,3.5,20.6,12.8,0.7,1.2,3.4,,,,,,
12,jiomart_classic_harvest_classic_harvest_authentic_tibar_basmati_rice_with_rich_aroma_900g,Classic Harvest Authentic Tibar Basmati Rice ( with rich aroma ) 900g,Classic Harvest,essentials,rice,900.0,g,199.0,jiomart,1095.0,2.3,0.1,2.9,0.4,0.1,0.7,1.0,0.2,,,,,,
13,jiomart_farmbean_farmbean_jaggery_powder_900gms_nattu_sakkarai_gur_powder_gud_powder,Farmbean Jaggery Powder 900Gms | Nattu Sakkarai | Gur Powder | Gud Powder,Farmbean,essentials,salt-sugar,900.0,g,449.0,jiomart,375.0,75.0,65.0,2.0,0.5,0.1,0.5,10.0,0.5,,,,,,
14,jiomart_lijjat_lijjat_pepper_udad_papad_1_kg,Lijjat Pepper Udad Papad 1 kg,Lijjat,ready_to_eat,ready-to-eat,1.0,kg,347.0,jiomart,360.0,24.5,2.8,4.3,17.7,9.5,0.6,350.0,1.2,,,,,,
15,jiomart_vistevia_vistevia_sugar_free_pineapple_jam_diabetic_and_keto_friendly_sweetened_naturally_with_stevi,"Vistevia Sugar Free Pineapple Jam, Diabetic and Keto Friendly - Sweetened Naturally with Stevia, More Than 60% Pineapple Content - Tastes Delicious - Pack of 1 (220GM)",Vistevia,spread,sauce-ketchup-butter,220.0,g,285.0,jiomart,,16.5,14.2,0.1,0.3,0.1,0.4,,0.2,,,,,,
16,jiomart_imported_imported_monster_energy_mango_loco_juiced_energy_drink_energy_drink_500_ml_mango_flavour_im,Imported - Monster Energy Mango Loco Juiced Energy Drink Energy Drink 500 ml (Mango Flavour) - Imported from USA,Imported,beverage,juice-drink,500.0,ml,340.0,jiomart,,,33.5,0.1,2.4,1.8,0.3,,,,,,,,
17,jiomart_green_piece_green_piece_black_olives_230gm_and_green_olives_230gm,Green Piece Black Olives (230gm) and Green Olives (230gm),Green Piece,ready_to_eat,ready-to-eat,230.0,g,359.0,jiomart,,,0.4,1.3,10.2,6.5,0.8,350.0,0.4,"Black Olives, Green Olives, Mustard Oil, Salt",30g,7.0,,,
18,jiomart_kotharis_royal_organic_foods_kotharis_royal_organic_palm_sugar_200gm,Kothari's Royal Organic Palm Sugar 200gm,Kothari’S Royal Organic Foods,essentials,salt-sugar,200.0,g,175.0,jiomart,,38.4,77.2,0.1,0.3,0.1,0.6,,,,,,,,
19,jiomart_good_life_good_life_broken_cashews_100_g,Good Life Broken Cashews 100 g,Good Life,essentials,dry-fruits-nuts,100.0,g,115.0,jiomart,550.0,24.5,12.2,10.3,32.1,14.9,4.5,0.0,0.0,,,,,,
20,jiomart_trinetra_trinetra_soya_chunks_250_g,Trinetra Soya Chunks 250 g,Trinetra,essentials,wheat-soya,250.0,g,145.0,jiomart,,34.5,3.2,10.4,11.8,1.9,0.5,450.0,2.3,,,,,,
21,jiomart_cook_garden_cookgarden_fusilli_and_penne_pasta_850_gm_pack_of_2,CookGarden Fusilli and Penne Pasta - 850 gm - Pack Of 2,Cook Garden,noodles_pasta,noodles-pasta,850.0,g,199.0,jiomart,355.0,65.2,1.8,9.3,6.5,2.4,0.7,350.0,1.8,,,,,,
22,jiomart_pahadi_harvest_pahadi_harvest_black_salt_powder_i_kala_namak_i_100_natural_kiln_fired_black_salt_1_k,"PAHADI HARVEST, Black Salt Powder I Kala Namak I 100% Natural Kiln Fired Black Salt 1 kg",Pahadi Harvest,essentials,salt-sugar,1.0,kg,265.0,jiomart,,,,0.5,0.1,0.05,0.0,200.0,50.0,,,,,,
23,jiomart_anmol_anmol_kohenur_plus_26_kg_raw_lachkari_kolan_jsr_rice,ANMOL KOHENUR PLUS 26 Kg Raw Lachkari Kolan / JSR Rice,Anmol,essentials,rice,26.0,kg,2320.0,jiomart,,75.2,1.4,3.5,0.6,0.4,0.8,1.2,0.9,,,,,,
24,jiomart_pristine_pristine_1st_bites_baby_cereal_300g_baby_food_624_months_stage1_100_organic_rice_infant_foo,"Pristine 1st BITES Baby Cereal 300g | Baby Food (6-24 Months) Stage-1, 100% Organic Rice | Infant Food",Pristine,baby,baby,1.0,,350.0,jiomart,,65.3,5.6,2.4,11.1,7.5,0.8,10.0,0.3,,,,,,
25,jiomart_mother_dairy_mother_dairy_cheese_slices_200_g_pack,Mother Dairy Cheese Slices 200 g (Pack),Mother Dairy,dairy,cheese-paneer,200.0,g,113.0,jiomart,550.0,4.5,1.2,9.0,44.5,28.5,0.3,150.0,1.2,,,,,,
26,jiomart_postman_postman_premium_filtered_groundnut_oil_1l_refined_groundnut_oil_1l,Postman Premium Filtered Groundnut Oil 1L & Refined Groundnut Oil 1L,Postman,essentials,oil,1.0,L,540.0,jiomart,,0.2,0.1,0.3,14.5,8.5,0.2,,0.1,"Groundnut oil, mustard oil, spices",30g,7.0,,,
27,jiomart_topales_topales_premium_lakdi_ghana_cold_pressed_groundnut_oil_1000ml,Topale's Premium Lakdi Ghana Cold Pressed Groundnut Oil 1000ml,Topale'S,essentials,oil,1000.0,ml,366.0,jiomart,,,,,92.0,9.5,,,,,,,,,
28,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_45,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *45,Choyo,noodles_pasta,noodles-pasta,,,3000.0,jiomart,,38.5,8.2,4.1,10.3,6.5,0.9,,2.8,,,,,,
29,jiomart_ashok_ashok_cooklite_pasta_400g_pack_of_2,Ashok Cooklite Pasta 400g Pack of 2,Ashok,noodles_pasta,noodles-pasta,400.0,g,210.0,jiomart,350.0,65.0,5.0,8.0,10.0,3.0,2.0,250.0,1.0,,,,,,
30,jiomart_farmley_farmley_premium_california_roasted_salted_pistachios_400g_pack_of_2_each_200g,"Farmley Premium California Roasted & Salted Pistachios 400g, Pack of 2 Each- 200g",Farmley,essentials,dry-fruits-nuts,400.0,g,482.0,jiomart,575.0,21.2,4.3,21.5,50.9,7.1,6.2,0.3,0.4,,,,,,
31,jiomart_nutro_cart_nutrocart_badam_giri_grade_medium_size_american_baadam_dry_fruits_100g_almonds_100_g,Nutrocart Badam Giri (Grade - Medium Size) ( American Baadam ) ( Dry Fruits) (100g) Almonds (100 g),Nutro Cart,essentials,dry-fruits-nuts,100.0,g,243.0,jiomart,575.0,21.2,10.8,21.1,51.4,31.3,7.9,0.5,0.2,,,,,,
32,jiomart_nutribud_foods_nutribud_foods_sprouted_ragi_and_banana_porridge_mix_200_gm_pack_of_2,"Nutribud Foods Sprouted Ragi and Banana Porridge Mix, 200 Gm (Pack of 2)",Nutribud Foods,baby,baby,200.0,g,490.0,jiomart,370.0,73.5,23.8,4.2,6.3,1.5,2.9,10.0,0.4,,,,,,
33,jiomart_britannia_britannia_nutrichoice_digestive_zero_biscuits_100_g,Britannia NutriChoice Digestive Zero Biscuits 100 g,Britannia,snacks,biscuit,100.0,g,25.0,jiomart,,24.4,3.2,2.7,1.8,0.9,0.6,150.0,0.4,"Mustard oil, Sugar, Wheat flour, Baking powder, Salt, Vegetable fat, Flavourings, Emulsifier (Soy lecithin), Colour (Paprika extract)",30g,7.0,,,
34,jiomart_cookie_man_cookieman_cookies_gift_tin_tea_and_chai_time_snacks_eggless_cookies_mocha_cookies_small,"Cookieman Cookies - Gift Tin | Tea and Chai Time Snacks | Eggless Cookies (Mocha Cookies, Small)",Cookie Man,snacks,biscuit,,,343.0,jiomart,,20.0,8.0,3.0,10.0,5.0,1.0,150.0,2.0,,,,,,
35,jiomart_amizzo_amizzo_mineralrich_himalayan_pink_salt_premium_sendha_namak_for_healthy_cooking_balanced_diet,"Amizzo Mineral-Rich Himalayan Pink Salt, Premium Sendha Namak for Healthy Cooking & Balanced Diet | Low Sodium, Naturally Harvested, Unrefined Rock Salt for Wellness & Fasting | 1000g Pack",Amizzo,essentials,salt-sugar,1000.0,g,299.0,jiomart,,,,,0.05,0.01,,2.5,98.0,,,,,,
36,jiomart_zerog_zerog_buckwheat_flour_500g,Zero-G Buckwheat Flour 500g,Zero-G,essentials,flour,500.0,g,229.0,jiomart,350.0,70.0,2.0,12.0,4.0,1.5,3.0,50.0,0.2,,,,,,
37,jiomart_geki_nissin_geki_korean_kimchi_noodles_400_g,Nissin Geki Korean Kimchi Noodles 400 g,Geki,noodles_pasta,noodles-pasta,400.0,g,240.0,jiomart,370.0,65.0,10.0,8.0,12.0,3.5,2.0,350.0,4.0,,,,,,
38,jiomart_denali_foods_denali_foods_milk_choco_chips_150g_rainbow_sprinkles_200g_cakes_cookies_ice_cream_desse,"Denali Foods Milk Choco Chips 150g & Rainbow Sprinkles 200g | Cakes, Cookies, Ice Cream, Desserts topping|350g",Denali Foods,chocolate,chocolate,150.0,g,309.0,jiomart,,43.2,34.5,3.1,21.9,15.6,,150.0,0.2,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Sugar, Cocoa Mass, Emulsifier (Soy Lecithin), Flavouring, Colour (Carmine)), Rainbow Sprinkles",30g,7.0,,Verified from Indian nutrition label,
39,jiomart_pintola_pintola_organic_wholegrain_brown_rice_cakes_all_natural_lightly_salted_130_g,Pintola Organic Wholegrain Brown Rice Cakes - All Natural (Lightly Salted) (130 g),Pintola,snacks,chips-namkeen,130.0,g,136.0,jiomart,350.0,65.0,2.0,5.0,12.0,1.5,3.0,150.0,2.0,,,,,,
40,jiomart_millet_mania_millet_mania_four_millet_noodles_combo_a_nutritious_blend_of_kodo_multi_millet_red_rice,"Millet Mania Four Millet Noodles Combo - A Nutritious Blend of Kodo, Multi Millet, Red Rice and Finger Millet",Millet Mania,noodles_pasta,noodles-pasta,,,648.0,jiomart,370.0,73.5,2.8,9.3,4.1,0.7,2.5,350.0,2.8,,,,,,
41,jiomart_hepn_hepn_low_gi_white_rice,hepn low GI white rice,Hepn,essentials,rice,,,170.0,jiomart,350.0,75.8,0.2,3.5,1.7,0.9,0.4,2.5,0.6,"White Rice, Mustard Oil, Jaggery",30g,7.0,0.9,FSSAI nutrition database,Verified from Indian retailer nutrition label
42,jiomart_yogabar_yogabar_celebrating_you_gift_pack_190_g,Yogabar Celebrating You Gift Pack 190 g,Yogabar,snacks,breakfast,190.0,g,270.0,jiomart,560.0,66.5,26.2,4.3,30.9,10.1,0.5,350.0,2.6,,,,,,
43,jiomart_groshaat_groshaat_maida_1kg_pack,Groshaat Maida 1Kg Pack,Groshaat,essentials,flour,1.0,kg,230.0,jiomart,,67.4,0.2,12.3,1.5,0.8,0.6,2.5,0.4,"Mustard Oil, Wheat Flour, Salt",30g,7.0,0.85,Verified from Indian nutrition label,
44,jiomart_unifit_unifit_oats_500g_pack_of_2,Unifit Oats 500g (Pack of 2),Unifit,snacks,breakfast,500.0,g,165.0,jiomart,370.0,74.0,10.0,8.0,12.0,3.5,4.0,150.0,2.0,,,,,,
45,jiomart_ahaar_ahaar_healthy_chana_flour_500g_with_dietary_fibre_gram_flour,Ahaar Healthy Chana Flour 500g with Dietary Fibre | Gram Flour,Ahaar,essentials,flour,500.0,g,192.0,jiomart,370.0,70.0,2.5,12.0,8.0,1.5,10.0,2.0,0.5,,,,,,
46,jiomart_bru_bru_tripti_blend_special_catering_strong_instant_coffee_powder_pack_of_3_x_200_grams_each,Bru Tripti Blend special catering Strong Instant Coffee powder pack of 3 x 200 grams each,Bru,beverage,tea-cofee,,g,1249.0,jiomart,,24.6,4.2,10.3,0.8,0.5,1.1,0.2,,"Mustard oil, Jaggery, Indian spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
47,jiomart_nutty_harvest_nutty_harvest_choco_nut_spread_500gm_regular_smooth_classic_creamy_nut_chocolate_sprea,NUTTY HARVEST Choco & Nut Spread 500GM - Regular Smooth | Classic Creamy Nut Chocolate Spread | Perfect for Everyday Use,Nutty Harvest,spread,sauce-ketchup-butter,500.0,g,229.0,jiomart,550.0,63.0,53.0,6.0,34.0,20.0,2.0,350.0,0.5,,,,,,
48,starquik_epigamia_epigamia_strawberry_85_gm,Epigamia Strawberry 85 Gm,Epigamia,dairy,general,85.0,g,60.0,starquik,55.0,5.2,4.8,0.9,3.6,1.7,0.2,50.0,0.4,,,,,,
49,jiomart_sundrop_sundrop_superlite_advanced_refined_sunflower_oil_3_l,Sundrop SuperLite Advanced Refined Sunflower Oil 3 L,Sundrop,essentials,oil,3.0,L,599.0,jiomart,,0.2,0.0,0.0,14.8,7.5,0.3,,0.1,"Mustard Oil, Sunflower Oil, Spices",10ml,30.0,,,
50,jiomart_goshudhfreedom_from_adulteration_goshudh_suji_rawa_1_kg_500g_x_2_pack,Goshudh Suji / Rawa 1 kg (500g X 2 Pack),Goshudh-Freedom From Adulteration,essentials,flour,1.0,kg,250.0,jiomart,360.0,74.5,1.2,9.8,3.6,0.4,0.5,1.0,0.2,,,,,,
