batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
11,jiomart_candy_fox_candy_fox_lollipop_box_display_box_included_30_g_pack_of_50,"Candy Fox Lollipop Box Display Box Included, 30 g (Pack Of 50)",Candy Fox,chocolate,chocolate,30.0,g,1899.0,jiomart,,,24.0,2.5,12.0,8.0,1.0,,,,,,,,
12,jiomart_good_life_good_life_sabja_seeds_100_g,Good Life Sabja Seeds 100 g,Good Life,essentials,masala,100.0,g,46.0,jiomart,,,2.3,4.8,14.1,7.5,6.9,,0.2,,,,,,
13,jiomart_mrgold_mr_gold_cold_pressed_gingelly_oiltil_oilsesame_oil_pet_1l,"Mr. Gold Cold Pressed Gingelly Oil/Til Oil/Sesame Oil Pet, 1L",Mr.Gold,essentials,oil,,,365.0,jiomart,,,,,11.2,7.5,0.4,,,"Gingelly Oil, Til Oil, Sesame Oil",30g,7.0,,,
14,jiomart_the_gourmet_by_renuka_the_gourmet_by_renuka_manchurian_ragi_crisps_crispy_tangy_and_delicious,"The Gourmet By Renuka Manchurian Ragi Crisps: Crispy, Tangy, and Delicious",The Gourmet By Renuka,snacks,chips-namkeen,,,99.0,jiomart,350.0,45.0,5.0,3.0,18.0,8.0,2.0,150.0,4.0,,,,,,
15,jiomart_cook_garden_cook_garden_100_semolina_high_protein_healthy_diet_maida_free_cholesterol_free_combo_roa,Cook Garden 100% Semolina | High Protein Healthy Diet | Maida Free & Cholesterol Free Combo (Roasted Vermicelli- 800g) Pack of 1,Cook Garden,noodles_pasta,noodles-pasta,800.0,g,149.0,jiomart,350.0,65.0,2.0,10.0,3.0,1.5,0.5,200.0,2.0,,,,,,
16,jiomart_wonderland_foods_wonderland_foods_california_hand_picked_almond_badam_500g_jar,Wonderland Foods California Hand Picked Almond (Badam) 500g Jar,Wonderland Foods,essentials,dry-fruits-nuts,500.0,g,465.0,jiomart,575.0,11.2,1.8,21.3,57.5,9.4,12.2,0.1,0.05,,,,,,
17,jiomart_ahaar_ahaar_maize_daliya_500_gram_makki_dalia_corn_grit_polenta_corn_porridge_100_gluten_free,AHAAR Maize Daliya 500 Gram | Makki Dalia | Corn Grit | Polenta Corn Porridge | 100% Gluten Free,Ahaar,essentials,flour,500.0,g,160.0,jiomart,,63.2,5.3,4.1,0.8,0.3,1.2,2.5,,,,,,,
18,jiomart_double_horse_double_horse_1_hour_idlidosa_batter_premix_500g_pack_of_3,Double Horse 1 Hour Idli/Dosa Batter Pre-Mix 500g (Pack of 3),Double Horse,essentials,flour,1.0,Hour,207.0,jiomart,,65.2,6.5,4.3,16.8,9.1,0.7,,2.5,,,,,,
19,jiomart_zucchero_zucchero_natural_unsweetened_peanut_butter_crunchy_25_kg,Zucchero Natural Unsweetened Peanut Butter Crunchy 2.5 Kg,Zucchero,spread,sauce-ketchup-butter,2.5,kg,759.0,jiomart,572.0,24.8,2.4,14.3,51.9,10.5,0.6,150.0,0.7,,,,,,
20,jiomart_keya_keya_combo_55g_oregano_15g_red_chilli_flakes_40g_pack_2,"Keya Combo 55g | Oregano 15g, Red Chilli Flakes 40g, Pack 2",Keya,essentials,masala,55.0,g,166.0,jiomart,,,1.5,2.3,20.8,12.4,0.6,350.0,1.2,"Oregano, Red Chilli Flakes",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
21,jiomart_red_rose_red_rose_rozana_basmati_rice_10_kg,"RED ROSE ROZANA BASMATI RICE, 10 KG",Red Rose,essentials,rice,10.0,kg,799.0,jiomart,,2.4,0.1,3.5,0.8,0.4,0.6,,0.02,"Basmati Rice, Mustard Oil, Jaggery",30g,7.0,,,
22,jiomart_deccanmudra_deccanmudra_brown_rice_5kg,Deccanmudra brown rice 5kg,Deccanmudra,essentials,rice,5.0,kg,725.0,jiomart,368.0,74.2,0.8,3.7,1.4,0.6,1.2,0.5,0.3,,,,,,
23,jiomart_pass_pass_pass_pass_pulse_litchi_with_tangy_twist_candy_190_g,Pass Pass Pulse Litchi With Tangy Twist Candy 190 g,Pass Pass,chocolate,chocolate,190.0,g,53.0,jiomart,550.0,63.0,54.0,4.0,31.0,20.0,2.0,0.0,,,,,,,
24,jiomart_piyor_piyor_premium_afghani_anjeer1_kg_dried_figs_anjir_dry_fruits,PIYOR Premium Afghani Anjeer-1 kg | Dried Figs | Anjir Dry Fruits,Piyor,essentials,dry-fruits-nuts,1.0,kg,638.0,jiomart,550.0,75.0,55.0,5.0,20.0,3.5,2.0,0.0,1.0,,,,,,
25,jiomart_britannia_britannia_processed_cream_cheese_180_g_tub,Britannia Processed Cream Cheese 180 g (Tub),Britannia,dairy,cheese-paneer,180.0,g,172.0,jiomart,,,,,,,,,,,,,,,
26,jiomart_english_nuts_english_nuts_1_kg_mixed_nuts_seeds_berries_15_in_1_mixed_dryfruits_seeds_berries_mix_pr,English Nuts 1 Kg Mixed Nuts Seeds Berries | 15 In 1 Mixed Dryfruits Seeds Berries Mix | Premium International Mix| Reusable Jar Pack,English Nuts,essentials,dry-fruits-nuts,1.0,kg,519.0,jiomart,,23.8,6.3,12.4,44.1,25.9,7.2,,0.8,,,,,,
27,jiomart_tarvik_tarvik_mix_fruits_candy250gm,Tarvik Mix Fruits Candy(250gm),Tarvik,chocolate,chocolate,250.0,g,199.0,jiomart,,45.4,34.2,1.3,12.5,8.2,,0.4,0.2,,,,,,
28,jiomart_add_me_add_me_homemade_aam_ka_achar_heeng_lonji_pickle_300g_hing_mango_pickles_in_mustard_oil,Add me Homemade Aam ka achar Heeng Lonji Pickle 300g Hing Mango Pickles in mustard oil,Add Me,flavourings,pickles-chutney,300.0,g,249.0,jiomart,550.0,12.0,10.0,1.0,59.0,39.0,0.5,50.0,2.0,,,,,,
29,jiomart_24_mantra_organic_24_mantra_organic_pancharatna_mix_dal_500_g,24 Mantra Organic Pancharatna Mix Dal 500 g,24 Mantra Organic,essentials,pulses,24.0,,148.0,jiomart,370.0,74.8,4.1,14.2,12.3,7.5,6.8,0.4,1.2,,,,,,
30,jiomart_trinetra_trinetra_mp_sharbati_wheat_flour_5_kg_pack,Trinetra Mp Sharbati wheat flour 5 kg Pack,Trinetra,essentials,flour,5.0,kg,610.0,jiomart,,65.0,1.5,12.0,2.0,1.0,3.0,,0.5,"wheat flour, mustard oil, jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
31,jiomart_yogabar_yogabar_steel_cut_oats_750g_100_whole_grain_glutenfree_high_fiber_nongmo_proteinrich_no_suga,"Yogabar Steel Cut Oats 750g | 100% Whole Grain, Gluten-Free, High Fiber, Non-GMO, Protein-Rich, No Sugar Added",Yogabar,snacks,breakfast,750.0,g,349.0,jiomart,375.0,60.0,4.0,10.0,8.0,1.5,6.0,200.0,0.2,,,,,,
32,jiomart_ramajeyam_premium_rice_rajabhogam_ponni_boiled_rice_10kg,Rajabhogam Ponni Boiled Rice 10Kg,Ramajeyam Premium Rice,essentials,rice,10.0,kg,1240.0,jiomart,,76.0,1.2,3.4,0.5,0.2,0.6,,0.1,"Ponni Boiled Rice, Mustard Oil, Jaggery, Indian Spices",30g,7.0,,,
33,jiomart_gustora_gustora_healthy_my_princess_penne_pasta_combo_pack_of_2_made_of_durum_wheat_semolina_i_rich_,Gustora Healthy My Princess & Penne Pasta Combo Pack of 2 Made Of Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - 450 Gm,Gustora,noodles_pasta,noodles-pasta,2.0,,145.0,jiomart,370.0,68.4,1.2,12.9,3.6,0.8,5.7,1.0,2.0,,,,,,
34,jiomart_kwik_snack_kwik_snack_by_kwik_snack_masala_oats_pouch_200_g,kwik snack by KWIK SNACK MASALA OATS Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,360.0,55.0,10.0,5.0,15.0,8.0,2.0,200.0,3.0,"Masala oats, sugar, ghee, salt, mustard oil",30g,7.0,,,
35,jiomart_wonderland_foods_wonderland_foods_dry_fruits_panchmewa_200g_almonds_cashews_green_raisins_black_rais,"Wonderland Foods Dry Fruits Panchmewa 200g ALmonds, Cashews, Green Raisins, Black Raisins, Dry Dates",Wonderland Foods,essentials,dry-fruits-nuts,200.0,g,111.0,jiomart,,,15.0,21.0,58.0,11.0,4.0,,,"Almonds, Cashews, Green Raisins, Black Raisins, Dry Dates",30g,7.0,,,
36,jiomart_kitoko_kitoko_foods_roasted_annagiri_chana_unsalted_400gm_plain_desi_chickpeas_with_skin_bhuna_chana,"KITOKO FOODS Roasted Annagiri Chana Unsalted (400gm), Plain Desi Chickpeas With Skin, Bhuna Chana Namkeen Snacks, Organic Whole Daria, Healthy & Gluten-Free Chana (200gm Pack of 2)",Kitoko,snacks,chips-namkeen,400.0,g,199.0,jiomart,360.0,69.5,4.5,15.2,14.3,8.9,6.1,0.5,0.2,,,,,,
37,jiomart_masterchow_masterchow_noodles_combo_hakka_noodles_300_gm_uden_noodles_300_gm_pack_of_2,Masterchow - Noodles Combo - Hakka Noodles 300 gm + Uden Noodles 300 gm | Pack of 2,Masterchow,noodles_pasta,noodles-pasta,300.0,g,259.0,jiomart,,65.0,5.0,12.0,2.0,1.0,2.0,350.0,3.5,,,,,,
38,jiomart_swad_swad_candy_jar_digestive_tangy_indian_masala_flavour_sweet_toffee_vegan_gluten_free_300_candies,"Swad Candy Jar (Digestive & Tangy Indian Masala Flavour Sweet Toffee) Vegan & Gluten Free, 300 Candies Jar",Swad,chocolate,chocolate,300.0,Candies,599.0,jiomart,,,43.2,1.8,20.3,14.5,0.9,,,,,,,,
39,jiomart_veganic_veganic_organic_corn_daliya_makkaimakkimakai_dalia_makke_ka_attamokkajonna_gluten_free_200g,Veganic Organic Corn Daliya | Makkai/Makki/Makai Dalia | Makke ka Atta/Mokkajonna | Gluten Free 200G,Veganic,essentials,flour,200.0,g,169.0,jiomart,350.0,71.0,3.0,4.0,2.0,0.5,1.0,10.0,1.0,,,,,,
40,jiomart_trinetra_trinetra_diet_atta_10_kg_pack,Trinetra Diet Atta 10 kg Pack,Trinetra,essentials,flour,10.0,kg,1070.0,jiomart,,67.3,4.5,10.2,1.8,0.9,2.3,,0.4,,,,,,
41,jiomart_lila_dry_fruits_lila_dry_fruits_100_natural_premium_500gms_whole_cashews_jar_pack_whole_crunchy_cash,LILA DRY FRUITS 100% Natural Premium 500gms Whole Cashews JAR PACK | Whole Crunchy Cashew | Premium Kaju nuts | Nutritious & Delicious | Gluten Free | Source of Minerals & Vitamins | Dry Fruits,Lila Dry Fruits,essentials,dry-fruits-nuts,500.0,g,549.0,jiomart,567.0,21.3,4.2,14.8,50.7,15.1,6.9,0.0,0.0,,,,,,
42,jiomart_gifts_of_earth_gifts_of_earth_100g_paneer_dodi_powder_pack_of_1_herbal_support_for_diabetes_digestio,"Gifts of Earth 100g Paneer Dodi Powder (Pack of 1) | Herbal Support for Diabetes, Digestion & Immunity",Gifts Of Earth,dairy,cheese-paneer,100.0,g,169.0,jiomart,120.0,2.5,1.8,11.4,7.9,3.6,0.5,50.0,1.0,,,,,,
43,jiomart_green_piece_green_piece_mix_pickle_and_mango_pickle_250gm_x_2_pack_of_2,Green Piece Mix Pickle and Mango Pickle (250gm X 2) (Pack of 2),Green Piece,flavourings,pickles-chutney,250.0,g,249.0,jiomart,60.0,8.5,4.2,0.7,3.5,1.2,0.6,150.0,2.0,,,,,,
44,jiomart_aplenty_aplenty_impact_mint_chewy_mint_candies_assorted_flavor_fresh_breath_mint_candy_for_kids_extr,APLENTY Impact Mint | Chewy Mint Candies | Assorted flavor Fresh Breath | Mint Candy for Kids | Extra Strong Peppermint Goli | Medium Mint 200G,Aplenty,chocolate,chocolate,200.0,g,188.0,jiomart,550.0,68.5,61.2,3.4,32.8,20.1,0.5,10.0,0.2,,,,,,
45,jiomart_manna_manna_breakfast_multigrain_cereal_for_kids_300g_oats_nuts_millets_go_grains_crunchies,"Manna Breakfast Multigrain Cereal for Kids 300g, Oats & Nuts, Millets | Go Grains Crunchies",Manna,snacks,breakfast,300.0,g,275.0,jiomart,,55.2,10.8,5.1,11.4,3.6,2.9,150.0,0.8,,,,,,
46,jiomart_goshudh_goshudh_desi_khand_20_kg_sugar,Goshudh Desi Khand 20 kg Sugar,Goshudh,essentials,salt-sugar,20.0,kg,2685.0,jiomart,,,50.0,1.5,2.5,1.8,0.5,,3.5,,,,,,
47,jiomart_rajbari_rajbari_masala_ctc_tea_250g_with_100_real_spices_bold_flavourful_ayurvedic_goodness_spices_t,Rajbari Masala CTC Tea 250g | With 100% Real Spices | Bold & Flavourful |Ayurvedic Goodness Spices Tea,Rajbari,beverage,tea-cofee,250.0,g,160.0,jiomart,,,,,,,,,,,,,,,
48,jiomart_act_ii_act_ii_classic_salted_instant_popcorn_90_g,Act II Classic Salted Instant Popcorn 90 g,Act Ii,snacks,chips-namkeen,90.0,g,33.0,jiomart,546.0,73.4,3.8,5.6,28.2,12.1,0.7,150.0,4.8,,,,,,
49,jiomart_mr_gold_mrgold_refined_groundnut_oil_pouch1l,"Mr.Gold Refined Groundnut Oil Pouch,1L",Mr. Gold,essentials,oil,,,370.0,jiomart,,,,,13.5,8.2,,,,"Groundnut oil, Mustard oil, Turmeric, Red chili powder, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
50,jiomart_dabur_dabur_honey_squeezy_pack_1400g_700gx2_pack_of_2_100_pure_worlds_no1_honey_brand_with_no_sugar_,"Dabur Honey Squeezy Pack 1400g (700gx2, Pack of 2) | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration",Dabur,spread,sauce-ketchup-butter,1400.0,g,440.0,jiomart,,67.4,61.9,0.1,0.3,0.1,,2.0,0.1,"Honey, Sugar, Mustard Oil, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
51,jiomart_laxminarayan_laxmi_narayan_best_cornflakes_chiwda_200_g,Laxmi Narayan Best Cornflakes Chiwda 200 g,Laxminarayan,snacks,chips-namkeen,200.0,g,84.0,jiomart,370.0,64.2,10.8,4.5,19.3,11.1,0.9,350.0,2.8,,,,,,
52,jiomart_natures_choice_natures_choice_arabian_dates_500_g,Nature's Choice Arabian Dates 500 g,Nature'S Choice,essentials,dry-fruits-nuts,500.0,g,102.0,jiomart,560.0,74.8,63.4,3.6,7.5,0.9,1.8,,0.2,,,,,,
53,jiomart_kwality_kwality_choco_flakes_1_kg_pouch_and_choco_rings_375g_combo_pack2,Kwality Choco Flakes 1 Kg Pouch and Choco Rings 375g Combo Pack2,Kwality,snacks,breakfast,1.0,kg,699.0,jiomart,,55.9,24.5,4.3,13.8,6.2,1.9,,0.5,"Wheat Flour, Sugar, Cocoa, Vegetable Oil (Mustard Oil), Flavourings, Salt, Emulsifier (Soy Lecithin)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
54,jiomart_laxmi_laxmi_daily_feast_500_gm_val_dal_lima_beans_balar_dal_mochai_kottai_payaru,Laxmi Daily Feast 500 Gm Val Dal | Lima Beans | Balar Dal | Mochai Kottai Payaru,Laxmi,essentials,pulses,500.0,g,299.0,jiomart,348.0,61.8,1.2,16.3,0.4,0.1,9.8,0.5,0.2,,,,,,
55,jiomart_top_ramen_top_ramen_curry_flat_instant_noodles_70_g,Top Ramen Curry Flat Instant Noodles 70 g,Top Ramen,noodles_pasta,noodles-pasta,70.0,g,17.0,jiomart,370.0,65.5,3.8,9.1,13.4,6.2,0.5,450.0,3.8,,,,,,
56,jiomart_nithwin_foodss_healthy_products_nithwin_foodss_healthy_products_beetroot_malt_200_gm_pack_of_2_,Nithwin Foodss - Healthy Products Beetroot Malt 200 gm ( Pack of 2 ),Nithwin Foodss - Healthy Products,baby,baby,200.0,g,480.0,jiomart,,34.4,20.1,2.3,0.9,0.6,2.5,,0.4,,,,,,
57,jiomart_ram_bandhu_ram_bandhu_mango_pickle_200_g,Ram Bandhu Mango Pickle 200 g,Ram Bandhu,flavourings,pickles-chutney,200.0,g,37.0,jiomart,,4.8,3.2,0.5,14.1,7.9,0.6,150.0,2.8,,,,,,
58,jiomart_organic_tattva_organic_tattva_organic_masoor_whole_500g_sabut_masur_dal_rich_in_protein_naturally_gl,"Organic Tattva, Organic Masoor Whole 500G | Sabut Masur Dal |Rich in Protein | Naturally Gluten Free | Unpolished Dal | Pesticide and Chemical Free | Pack of 2",Organic Tattva,essentials,pulses,500.0,g,216.0,jiomart,369.0,74.2,1.8,15.3,0.9,0.4,7.5,2.0,1.0,,,,,,
59,jiomart_gongloo_gongloo_home_made_pickles_green_chilli_pickle_1_kg,"GONGLOO Home Made Pickles (Green Chilli Pickle, 1 Kg)",Gongloo,flavourings,pickles-chutney,1.0,kg,240.0,jiomart,15.0,3.0,2.0,0.0,1.0,0.5,0.0,150.0,2.0,,,,,,
60,jiomart_trinetra_trinetra_moongfali_peanut_2kg,Trinetra Moongfali (Peanut) -2Kg,Trinetra,essentials,pulses,2.0,kg,369.0,jiomart,,21.2,1.8,15.4,0.9,0.7,3.2,,0.6,"Moongfali, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
61,jiomart_nut_urge_nut_urge_brazil_nuts_250_g_i_freshly_packed_i_delicious_and_nutritious_snack_i_rich_in_sele,NUT URGE Brazil Nuts 250 g I Freshly Packed I Delicious and Nutritious Snack I Rich in Selenium I Supports Healthy Thyroid,Nut Urge,essentials,dry-fruits-nuts,250.0,g,999.0,jiomart,575.0,15.7,0.2,9.5,50.4,3.6,1.7,0.0,0.0,,,,,,
62,jiomart_shivas_shivas_bajra_dalia_plain_bajra_khichdi_pearl_millet_khichdi_bajra_porridge_1_kg,Shiva's Bajra Dalia | Plain Bajra Khichdi | Pearl Millet Khichdi | Bajra Porridge - 1 Kg,Shiva'S,essentials,flour,1.0,kg,225.0,jiomart,350.0,70.0,5.0,10.0,15.0,2.0,4.0,200.0,1.0,,,,,,
63,jiomart_diabliss_diabliss_herbal_jaggery_powder_low_glycemic_index_gi_reusable_jar_8,Diabliss Herbal Jaggery Powder - Low Glycemic Index (GI) - Reusable Jar (8),Diabliss,essentials,salt-sugar,,,1613.0,jiomart,,35.5,34.9,0.2,1.3,0.6,0.4,,0.5,,,,,,
64,jiomart_mr_makhana_mr_makhana_himalayan_salt_pepper_popped_lotus_seeds_20_g,Mr Makhana Himalayan Salt & Pepper Popped Lotus Seeds 20 g,Mr Makhana,snacks,chips-namkeen,20.0,g,37.0,jiomart,,24.5,4.8,2.9,10.6,1.3,0.5,250.0,4.0,,,,,,
65,jiomart_nutra_vita_nutra_vita_mozzarella_cheese_flakes_400_gram,Nutra Vita Mozzarella Cheese Flakes 400 Gram,Nutra Vita,dairy,cheese-paneer,400.0,g,1275.0,jiomart,340.0,2.5,1.8,7.6,24.9,16.4,0.0,150.0,1.0,,,,,,
66,jiomart_parleg_parleg_gold_biscuits_1875_g,Parle-G Gold Biscuits 187.5 g,Parle-G,snacks,biscuit,187.5,g,25.0,jiomart,550.0,73.0,16.0,4.5,24.0,10.0,1.0,200.0,2.0,"Mustard Oil, Wheat Flour, Sugar, Vegetable Fat, Salt, Baking Powder, Emulsifier (Soy Lecithin), Flavouring",30g,7.0,,,
67,jiomart_bewon_bewon_mixed_dry_fruits_250gm_green_black_raisins_almonds_cashews_blackberries_apricots_figs_ki,"Bewon Mixed Dry Fruits 250gm |Green & Black Raisins, Almonds, Cashews, Blackberries, Apricots, Figs, Kiwi & More | Healthy & Crunchy | No Preservatives",Bewon,essentials,dry-fruits-nuts,250.0,g,199.0,jiomart,,24.1,16.3,4.8,11.2,0.9,2.5,,0.3,,,,,,
68,jiomart_pinkcity_pinkcity_filtered_groundnut_oil_5_litre_jar_x_2_10_litres_wood_pressed_organic,Pinkcity Filtered Groundnut Oil 5 Litre Jar x 2 | 10 Litres| Wood Pressed | Organic,Pinkcity,essentials,oil,5.0,L,2350.0,jiomart,870.0,0.2,0.1,4.8,10.9,7.3,0.2,0.0,0.0,,,,,,
69,jiomart_coreganic_coreganic_himalayan_apple_cider_vinegar_filtered_500ml_pack_of_2,Coreganic Himalayan Apple Cider Vinegar (Filtered) 500ml (Pack of 2),Coreganic,flavourings,pickles-chutney,500.0,ml,265.0,jiomart,,,,,,,,2.0,0.1,,,,,,
70,jiomart_tata_coffee_gold_tata_gold_pure_original_coffee_50_g,Tata Gold Pure Original Coffee 50 g,Tata Coffee Gold,beverage,tea-cofee,50.0,g,326.0,jiomart,,2.5,1.8,0.7,3.4,2.2,0.2,10.0,,"Mustard Oil, Coffee, Sugar, Cardamom, Cinnamon",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
71,jiomart_pink_delight_pink_delight_sulphurless_double_refined_sugar_1_kg_urad_mogar_1_kg_pack_of_2_2_kg_pack,Pink Delight Sulphurless Double Refined Sugar 1 Kg + Urad Mogar 1 KG | Pack of 2 | 2 Kg Pack,Pink Delight,essentials,salt-sugar,1.0,kg,399.0,jiomart,,0.6,99.4,0.2,0.1,0.05,,0.01,0.02,"Urad, Sugar",30g,7.0,0.85,Verified from Indian nutrition label,
72,jiomart_add_me_add_me_sweet_mango_pickles_600gm_mango_murabba_preserve_in_spices_meetha_achar_glass_jar,Add Me Sweet Mango Pickles 600gm Mango murabba Preserve in Spices meetha achar Glass Jar,Add Me,flavourings,pickles-chutney,600.0,g,314.0,jiomart,55.0,13.0,10.0,0.5,2.5,1.5,0.5,200.0,1.0,,,,,,
73,jiomart_devavo_devavo_dry_garlic_coconut_chutney_200_g_vada_pav_chutney_authentic_maharashtrian_recipe_ready,Devavo Dry Garlic Coconut Chutney 200 g | Vada Pav Chutney | Authentic Maharashtrian Recipe | Ready to Eat | Handmade with Love | No Artificial Colour & Flavour | No Preservatives,Devavo,flavourings,pickles-chutney,200.0,g,249.0,jiomart,,,,,,,,,,,,,,,
74,jiomart_hellmanns_hellmanns_mayonnaise_squeezy_lighter_than_light_430ml,"Hellmann'S Mayonnaise Squeezy, Lighter Than Light, 430ml",Hellmann'S,spread,sauce-ketchup-butter,430.0,ml,625.0,jiomart,72.0,1.2,1.2,0.4,7.5,3.5,0.1,30.0,,,,,,,
75,jiomart_grenera_grenera_wheat_pasta_healthy_pasta_no_maida_not_fried_delicious_ready_to_cook_fusilli_pasta_p,"Grenera Wheat Pasta | Healthy Pasta | No Maida, Not Fried | Delicious & Ready to cook Fusilli Pasta (Pack of 2, 220 g)",Grenera,noodles_pasta,noodles-pasta,220.0,g,360.0,jiomart,370.0,72.3,2.1,12.5,4.8,0.9,3.6,150.0,1.2,,,,,,
76,jiomart_gone_mad_gone_mad_gang_of_5_badam_sticks_crispy_creamy_delicious_snack_pack_of_5312g,"Gone Mad Gang of 5 Badam Sticks- Crispy, Creamy & Delicious Snack, Pack of 5(312g)",Gone Mad,chocolate,chocolate,5.0,Badam,247.0,jiomart,565.0,64.2,44.1,4.3,32.5,20.9,0.6,10.2,1.4,,,,,,
77,jiomart_kwik_snack_kwik_snack_classic_100_natural_gluten_steel_cut_rolled_oats_oats_with_high_fibre_pouch_50,kwik snack Classic 100% Natural Gluten Steel Cut Rolled Oats | Oats with High Fibre Pouch (500 g),Kwik Snack,snacks,breakfast,500.0,g,197.0,jiomart,369.0,69.8,2.5,9.4,10.3,1.6,7.8,0.5,0.2,,,,,,
78,jiomart_manna_manna_baby_cereal_12_months_sprouted_ragi_with_honey_powder_100_natural_200g,Manna Baby Cereal (12+ Months) | Sprouted Ragi with Honey Powder| 100% Natural | 200g,Manna,baby,baby,200.0,g,250.0,jiomart,,50.0,15.0,3.0,10.0,2.5,1.0,,0.5,,,,,,
