batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
11,jiomart_dhampur_green_castor_sugar_350g_x_2,Castor Sugar 350g X 2,Dhampur Green,essentials,salt-sugar,350.0,g,197.0,jiomart,,,75.0,,,,,0.5,0.0,,,,,,
12,jiomart_la_casa_la_casa_metallic_gel_food_color_baby_pink_40_ml,La Casa Metallic Gel Food Color - Baby Pink 40 Ml,La Casa,flavourings,pickles-chutney,40.0,ml,155.0,jiomart,,,,,,,,,,,,,,,
13,jiomart_wonderland_foods_wonderland_foods_whole_raw_cashew_kaju_w400grade_1kg_500g_x_2_jar,WONDERLAND FOODS Whole Raw Cashew (Kaju) W400-Grade 1Kg (500g X 2 Jar),Wonderland Foods,essentials,dry-fruits-nuts,1.0,kg,927.0,jiomart,550.0,12.2,1.4,14.3,58.5,8.5,6.2,0.1,0.02,,,,,,
14,jiomart_veganic_veganic_dhaga_mishri_thread_misri_crystalrock_sugar_crystalsugar_candy_400gm,Veganic Dhaga Mishri - Thread Misri Crystal/Rock Sugar Crystal/Sugar Candy - 400gm,Veganic,essentials,salt-sugar,400.0,g,199.0,jiomart,,,60.0,0.5,2.5,1.8,0.5,,4.0,,,,,,
15,jiomart_the_butternut_co_the_butternut_co_chocolate_hazelnut_spread_no_refined_sugar_vegan_and_no_preservati,"The Butternut Co. Chocolate Hazelnut Spread No Refined Sugar, Vegan and No Preservatives (200 g)",The Butternut Co.,spread,sauce-ketchup-butter,,Chocolate,459.0,jiomart,550.0,57.5,24.0,2.5,34.0,16.5,1.5,150.0,0.8,,,,,,
16,jiomart_natraj_the_right_choice_natraj_the_right_choice_jaggery_powder_1kg,NATRAJ The Right Choice Jaggery Powder 1KG,Natraj The Right Choice,essentials,salt-sugar,1.0,kg,300.0,jiomart,,,72.8,0.1,0.2,0.1,0.5,,,,,,,,
17,jiomart_8_am_8am_muesli_gluten_free_dry_fruits_and_a_blend_of_honey_roasted_nuts_and_seeds_425g,"8AM Muesli Gluten Free Dry Fruits and a Blend of Honey Roasted Nuts and Seeds, 425g",8 Am,snacks,breakfast,8.0,,240.0,jiomart,550.0,65.0,25.0,10.0,30.0,15.0,5.0,200.0,2.0,,,,,,
18,jiomart_horlicks_horlicks_womens_plus_caramel_750_g,Horlicks Women's Plus Caramel 750 g,Horlicks,beverage,juice-drink,750.0,g,415.0,jiomart,375.0,78.5,42.8,1.3,0.6,0.4,0.2,20.0,0.5,,,,,,
19,jiomart_chitale_bandhu_chitale_bandhu_bhakharwadi_500_g,Chitale Bandhu Bhakharwadi 500 g,Chitale Bandhu,snacks,chips-namkeen,500.0,g,178.0,jiomart,540.0,23.5,2.9,3.8,31.4,11.1,0.6,450.0,2.9,,,,,,
20,jiomart_red_rose_red_rose_everyday_basmati_rice_10_kg,"RED ROSE EVERYDAY BASMATI RICE, 10 KG",Red Rose,essentials,rice,10.0,kg,779.0,jiomart,,2.5,0.1,3.8,0.9,0.6,0.7,,0.2,"Basmati Rice, Mustard Oil, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
21,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_4,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *4,Choyo,noodles_pasta,noodles-pasta,,,2400.0,jiomart,370.0,65.0,5.0,10.0,14.0,3.0,2.0,350.0,4.0,,,,,,
22,jiomart_swad_distinctly_different_swad_tamarind_date_chutney_300g,SWAD Tamarind & Date Chutney 300g,Swad Distinctly Different,flavourings,pickles-chutney,300.0,g,165.0,jiomart,55.0,13.2,12.4,0.6,3.8,1.5,0.9,250.0,2.0,,,,,,
23,jiomart_masterchow_masterchow_combo_hakka_noodles_300g_chilli_garlic_bang_bang_220g_sweet_spicy_delhi_belly_,Masterchow - Combo | Hakka Noodles (300g) + Chilli & Garlic Bang Bang (220g)+ Sweet & Spicy Delhi Belly (220g) | Pack of 3,Masterchow,noodles_pasta,noodles-pasta,300.0,g,531.0,jiomart,375.0,65.0,10.5,8.0,12.0,4.5,2.5,450.0,6.0,,,,,,
24,jiomart_tummyfriendly_foods_tummyfriendly_foods_natural_raw_kerala_banana_powder_raw_nendran_banana_powder_n,TummyFriendly Foods Natural Raw Kerala Banana Powder | Raw Nendran Banana Powder | No Chemicals Cereal (200 g),Tummyfriendly Foods,baby,baby,200.0,g,299.0,jiomart,350.0,73.0,17.6,1.5,2.3,0.8,2.4,10.0,0.1,,,,,,
25,jiomart_organic_tattva_organic_tattva_chana_dal_1_kg,Organic Tattva Chana Dal 1 kg,Organic Tattva,essentials,pulses,1.0,kg,188.0,jiomart,369.0,64.1,2.9,16.3,0.5,0.2,4.6,1.0,0.2,"Organic Chana Dal, Mustard Oil, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
26,jiomart_trinetra_trinetra_pink_salt_500_g_sendha_namak,Trinetra Pink Salt 500 g Sendha Namak,Trinetra,essentials,salt-sugar,500.0,g,175.0,jiomart,,,,,,,,2.0,95.0,,,,,,
27,jiomart_vasani_g_vasani_g_wheat_flour_1kg_traditional_chakki_ground_atta_rich_in_fiber_energy,Vasani G Wheat Flour 1kg | Traditional Chakki Ground Atta | Rich in Fiber & Energy,Vasani G,essentials,flour,1.0,kg,239.0,jiomart,360.0,74.2,1.3,12.6,4.8,0.9,7.2,1.5,0.3,,,,,,
28,jiomart_laxmi_laxmi_daily_feast_2_kg_1kg_pack_of_2_kulthi_brown_horse_gram_kulthi_beans_gahat_gehat,Laxmi Daily Feast 2 kg (1kg Pack of 2) Kulthi | Brown Horse Gram | Kulthi Beans | Gahat | Gehat,Laxmi,essentials,pulses,2.0,kg,329.0,jiomart,375.0,68.8,6.5,14.3,11.4,1.9,7.8,2.5,0.6,,,,,,
29,jiomart_classic_harvest_pure_sharbati_wheat_flour_fresh_sharbati_atta_2_kg,Pure Sharbati Wheat Flour ( Fresh Sharbati Atta ) 2 KG,Classic Harvest,essentials,flour,2.0,kg,335.0,jiomart,360.0,74.0,1.2,12.0,3.5,0.8,2.5,4.0,1.0,,,,,,
30,jiomart_mcvities_mcvities_digestive_high_fibre_biscuits_with_goodness_of_wholewheat_200_g_pouch_pack_of_4,"McVitie's Digestive High Fibre Biscuits With Goodness Of Wholewheat, 200 g Pouch (Pack of 4)",Mcvitie'S,snacks,biscuit,200.0,g,225.0,jiomart,360.0,43.2,12.8,4.5,13.3,7.1,6.2,0.9,0.4,,,,,,
31,jiomart_nescafe_nescafe_mocha_ready_to_drink_chilled_cold_coffee_can_240_ml_imported_from_usa,Nescafe Mocha Ready To Drink Chilled Cold Coffee Can 240 Ml - Imported from USA,Nescafe,beverage,tea-cofee,240.0,ml,260.0,jiomart,,10.2,9.5,1.3,0.8,0.6,,150.0,0.2,"Mustard oil, Sugar, Skimmed milk powder, Arabica coffee powder, Cocoa powder, Natural flavors, Caramel color, Potassium citrate, Sodium benzoate, Calcium carbonate.",30g,8.0,,,
32,jiomart_good_life_good_life_dhania_jeera_powder_500_g,Good Life Dhania Jeera Powder 500 g,Good Life,essentials,masala,500.0,g,156.0,jiomart,,25.5,6.8,4.2,12.1,7.3,0.5,250.0,6.0,,,,,,
33,jiomart_chandni_chowk_chandni_chowk_ready_to_eat_steamed_brown_basmati_rice_just_heat_and_serve_authentic_re,Chandni Chowk Ready to Eat Steamed Brown Basmati Rice | Just Heat and Serve | Authentic Ready to Eat Brown Basmati Rice with Traditional Flavor | No Preservatives Or Artificial Colors | 250 gm Pack of 1,Chandni Chowk,ready_to_eat,ready-to-eat,250.0,g,115.0,jiomart,110.0,2.5,0.1,1.3,0.6,0.4,0.2,5.0,0.1,,,,,,
34,jiomart_oreal_oreal_premium_kachi_ghani_100_pure_mustard_oilsarso_cooking_oil_3_litre,Oreal Premium Kachi Ghani 100% Pure Mustard oil/Sarso Cooking Oil - 3 Litre,Oreal,essentials,oil,3.0,L,999.0,jiomart,,,,,90.0,10.5,,,,"Mustard Oil, Sarso (Mustard Seeds)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
35,jiomart_farmers_feast_farmers_feast_black_dry_dates_1kg_dry_chuhara_kali_kharak_sukha_khajur_kharek_healthy_,FARMER'S FEAST Black Dry Dates 1kg | Dry Chuhara | Kali Kharak | Sukha Khajur | Kharek | Healthy & Natural Black Dates | Dry Fruits | Jar Pack,Farmer'S Feast,essentials,dry-fruits-nuts,1.0,kg,279.0,jiomart,375.0,74.3,64.2,1.9,0.4,0.1,5.3,2.0,0.6,,,,,,
36,jiomart_yogabar_yogabar_multigrain_energy_and_breakfast_bar_combo,Yogabar Multigrain Energy and Breakfast Bar Combo,Yogabar,snacks,breakfast,,,621.0,jiomart,550.0,65.0,25.0,10.0,20.0,8.0,4.0,350.0,2.0,,,,,,
37,jiomart_rpld_rpld_tinni_rice_pasai_rice_satvic_fasting_rice_red_wild_rice_09_kg,RPLD Tinni Rice | Pasai Rice | Satvic Fasting Rice | Red Wild Rice 0.9 Kg,Rpld,essentials,rice,0.9,kg,199.0,jiomart,368.0,78.8,0.2,3.4,1.6,0.9,0.8,0.2,0.3,,,,,,
38,jiomart_indrizo_indrizo_premium_ponni_boiled_rice_5kg,INDRIZO Premium ponni boiled Rice (5kg),Indrizo,essentials,rice,5.0,kg,600.0,jiomart,360.0,75.0,0.5,2.3,1.8,0.9,0.7,1.0,0.2,,,,,,
39,jiomart_goshudh_goshudh_vitamin_spelt_wheat_atta_2_kg_1kg_x_2_pack,Goshudh Vitamin Spelt Wheat Atta 2 kg (1Kg X 2 Pack),Goshudh,essentials,flour,2.0,kg,350.0,jiomart,360.0,74.8,1.3,12.7,2.9,0.6,4.8,1.0,0.3,,,,,,
40,jiomart_pusht_organic_pusht_organic_jowar_flour_sorghum_atta_500gm_x_3pcs,Pusht Organic Jowar Flour (Sorghum Atta) 500Gm x 3Pcs,Pusht Organic,essentials,flour,500.0,g,280.0,jiomart,,69.3,1.8,6.2,0.9,0.4,2.5,,0.3,"Jowar Flour, Mustard Oil, Indian Spices",30g,7.0,,,
41,jiomart_trinetra_trinetra_black_salt_1_kg_kala_namak,Trinetra Black Salt 1 kg Kala Namak,Trinetra,essentials,salt-sugar,1.0,kg,235.0,jiomart,,,,,,,,1020.0,95.0,,,,,,
42,jiomart_tata_sampann_tata_sampann_100_pure_cashew_200_g_kaju_,Tata Sampann 100% Pure Cashew 200 g | Kaju ,|Tata Sampann,essentials,dry-fruits-nuts,200.0,g,305.0,jiomart,575.0,12.0,4.0,14.0,58.0,8.0,3.0,2.0,1.0,,,,,,
43,jiomart_kwik_snack_kwik_snack_ott7oats_classic_100_natural_oats_pouch_200_g,kwik snack (OTT7-Oats) Classic 100% Natural Oats Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,,64.2,6.5,4.1,3.9,0.8,2.5,,0.6,,,,,,
44,jiomart_organic_tattva_organic_tattva_5kg_traditional_basmati_rice_everyday_basmati_rice_source_of_protein_n,ORGANIC TATTVA 5kg Traditional Basmati Rice Everyday Basmati Rice Source of Protein Naturally Gluten Free Flavorful and Aromatic Rice Pesticide and Chemical Free (5kg 1 Pack),Organic Tattva,essentials,rice,5.0,kg,1100.0,jiomart,109.0,2.8,0.1,3.5,0.4,0.1,0.2,0.02,0.01,,,,,,
45,jiomart_red_rose_red_rose_gobindo_bhog_rice_1_kg,"Red Rose Gobindo Bhog Rice, 1 Kg",Red Rose,essentials,rice,1.0,kg,249.0,jiomart,,65.2,1.3,4.7,0.6,0.4,0.8,2.5,0.3,"Red Rice, Mustard Oil, Jaggery, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
46,jiomart_kesarco_kesarco_chia_seeds_250gm,KesarCo Chia Seeds 250gm,Kesarco,essentials,dry-fruits-nuts,250.0,g,101.0,jiomart,,37.4,1.3,6.5,27.2,14.9,10.8,,0.3,,,,,,
47,jiomart_921_921_classic_red_label_jeera_rice_special_basmati_rice_5kg,921 CLASSIC RED LABEL JEERA RICE SPECIAL BASMATI RICE 5KG,921,essentials,rice,921.0,CLASSIC,639.0,jiomart,,1.3,0.2,1.8,0.6,0.4,0.7,,0.2,"Jeera, Basmati Rice, Water",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
48,jiomart_heinz_heinz_smokey_barbeque_500_ml_new_zealand_product,"Heinz Smokey Barbeque 500 Ml, New Zealand Product",Heinz,spread,sauce-ketchup-butter,500.0,ml,649.0,jiomart,,12.5,10.8,0.2,6.4,3.9,,250.0,1.8,,,,,,
49,jiomart_bb_organics_bb_organics_kodo_millet_flakes_1_kg_varagu_avaltraditional_millet_flakes,B&B Organics Kodo Millet Flakes (1 kg)/ Varagu Aval/Traditional Millet Flakes,B&B Organics,snacks,breakfast,1.0,kg,419.0,jiomart,345.0,69.0,4.5,7.3,2.1,0.8,6.9,150.0,0.4,,,,,,
50,jiomart_ganesh_ganesh_bikaneri_special_moong_papad_250_g,Ganesh Bikaneri Special Moong Papad 250 g,Ganesh,ready_to_eat,ready-to-eat,250.0,g,147.0,jiomart,360.0,24.5,2.8,4.7,12.1,3.9,0.6,150.0,2.0,,,,,,
51,jiomart_teacurry_teacurry_cardamom_chai_100_gram_elachi_chai_for_immunity_blood_pressure_digestion,"TEACURRY Cardamom Chai (100 Gram) - Elachi Chai for Immunity, Blood Pressure, Digestion",Teacurry,beverage,tea-cofee,100.0,g,169.0,jiomart,55.0,12.2,11.5,0.8,1.3,0.9,0.2,20.0,0.5,,,,,,
52,jiomart_snickers_snickers_peanut_filled_chocolate_bar_loaded_with_peanuts_nougat_caramel_40_g_pack_of_6,"Snickers Peanut Filled Chocolate Bar Loaded with Peanuts, Nougat & Caramel, 40 g (Pack of 6)",Snickers,chocolate,chocolate,40.0,g,272.0,jiomart,550.0,63.4,42.3,13.9,31.2,18.5,1.8,250.0,0.3,"Peanuts, Nougat, Caramel, Sugar, Vegetable Fat (Cottonseed and Sunflower), Cocoa Mass, Skimmed Milk Powder, Lactose, Emulsifier (Soy Lecithin), Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
53,jiomart_foodado_foodado_premium_idly_rava_idly_rava_for_soft_and_fluffy_idlis_950gm,FOODADO Premium Idly Rava -Idly Rava for Soft and Fluffy Idlis (950gm),Foodado,essentials,flour,950.0,g,243.0,jiomart,375.0,75.0,5.0,10.0,15.0,8.0,2.0,200.0,1.0,,,,,,
54,jiomart_cadbury_cadbury_dairy_milk_silk_bubbly_chocolate_bar_112_g,Cadbury Dairy Milk Silk Bubbly Chocolate Bar 112 g,Cadbury,chocolate,chocolate,112.0,g,196.0,jiomart,,45.1,42.5,3.2,20.9,14.4,,0.1,0.2,,30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
55,jiomart_purete_purete_extra_virgin_olive_oil_250_ml,Purete Extra Virgin Olive Oil 250 Ml,Purete,essentials,oil,250.0,ml,674.0,jiomart,,0.2,0.0,0.0,21.5,13.8,0.1,,0.2,"Mustard Oil, Olive Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
56,jiomart_brunella_brunella_penne_pasta_500g_pack_of_3,"Brunella Penne Pasta, 500g, Pack of 3",Brunella,noodles_pasta,noodles-pasta,500.0,g,349.0,jiomart,357.0,67.4,8.2,9.1,11.3,5.6,0.4,250.0,2.8,,,,,,
57,jiomart_kush_gold_kush_gold_himalayan_pink_salt_for_cooking_enriched_with_84_minerals_gulabi_namak_1kg_pack,Kush Gold Himalayan Pink Salt for Cooking Enriched With 84 Minerals / Gulabi Namak (1Kg Pack),Kush Gold,essentials,salt-sugar,84.0,Minerals,234.0,jiomart,,,,0.1,0.05,0.02,0.0,84.0,84.0,,,,,,
58,jiomart_yuvraj_yuvraj_chocolate_flavoured_soan_papadi_sweets_box_pack_400_g,Yuvraj Chocolate Flavoured Soan Papadi Sweets    Box Pack (400 g),Yuvraj,snacks,chips-namkeen,400.0,g,147.0,jiomart,550.0,70.0,30.0,2.0,32.0,10.0,0.0,350.0,1.0,,,,,,
59,jiomart_trinetra_trinetra_ragi_atta_1_kg_500g_x_2_pack,Trinetra Ragi Atta 1 kg (500g X 2 Pack),Trinetra,essentials,flour,1.0,kg,275.0,jiomart,,65.7,1.4,9.2,3.8,0.6,5.7,,1.4,,,,,,
60,jiomart_kesarco_kesarco_sunflower_seeds_100gm,KESARCO Sunflower Seeds 100gm,Kesarco,essentials,dry-fruits-nuts,100.0,g,31.0,jiomart,550.0,10.4,1.2,6.3,37.9,8.5,0.4,1.0,0.2,,,,,,
61,jiomart_vyndo_vyndo_snacks_trial_combo_pack_includes_different_flavoured_of_bhakhris_and_khakhras_40_gm_each,"Vyndo Snacks Trial Combo Pack, Includes Different Flavoured Of Bhakhris and Khakhras (40 gm each) (4 bhakhri + 4 khakhra)",Vyndo,snacks,chips-namkeen,40.0,g,160.0,jiomart,,20.0,2.5,3.5,10.0,6.0,1.0,350.0,2.5,"Mustard oil, Bhakri flour, Khakhra flour, Salt, Sugar, Spices",30g,7.0,,,
62,jiomart_zerobeli_zerobeli_100_wholesome_combo_crunchy_0_added_sugar_dark_chocolate_almond_muesli_425_gm_each,"Zerobeli 100% Wholesome Combo - Crunchy 0% Added Sugar & Dark Chocolate Almond Muesli, 425 gm each",Zerobeli,snacks,breakfast,425.0,g,499.0,jiomart,,55.2,10.5,12.1,16.3,8.2,4.5,150.0,0.6,"Almonds, Dark Chocolate, Oats, Jaggery, Mustard Oil",30g,7.0,,,
63,jiomart_being_vegan_being_vegan_cashew_nuts_kaju_california_almond_badam_combo_pack_dry_fruits_rich_in_prote,BEING VEGAN Cashew Nuts Kaju California Almond Badam Combo Pack Dry Fruits Rich in Protein 500 gram,Being Vegan,essentials,dry-fruits-nuts,500.0,g,799.0,jiomart,550.0,24.5,2.9,21.3,57.1,8.4,6.5,0.2,0.3,,,,,,
64,jiomart_octavius_octavius_premium_instant_coffee_powder_jar_100_gm,Octavius Premium Instant Coffee Powder Jar 100 gm,Octavius,beverage,tea-cofee,100.0,g,249.0,jiomart,,,,,,,,0.5,,"Mustard oil, Coffee powder, Sugar, Ghee",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
65,jiomart_vatan_tea_vatan_tea_vatan_tea_classic_1kg_pack_of_5_ctc_leaf_black_tea_swaad_swadesi_perfect_blend_f,Vatan Tea | Vatan Tea Classic 1kg (Pack of 5) | CTC Leaf | Black Tea | Swaad Swadesi | Perfect Blend For Chai Lovers | Swaad Swadesi,Vatan Tea,beverage,tea-cofee,1.0,kg,250.0,jiomart,,,,,0.4,0.2,0.1,10.0,0.5,,,,,,
66,jiomart_dhampur_green_dhampur_green_dhaga_mishri_15kg_750g_x_2_crystal_sweet_candy,"Dhampur Green Dhaga Mishri, 1.5Kg 750g x 2 | Crystal Sweet Candy",Dhampur Green,essentials,salt-sugar,1.5,kg,369.0,jiomart,574.0,74.2,34.5,3.1,29.4,11.8,0.2,150.0,10.0,,,,,,
67,jiomart_prov_prov_premium_california_roasted_and_salted_pistachios_250_g,ProV Premium California Roasted And Salted Pistachios 250 g,Prov,essentials,dry-fruits-nuts,250.0,g,318.0,jiomart,567.0,21.2,5.1,20.4,46.3,6.8,9.2,0.5,1.4,,,,,,
68,jiomart_ghotaram_ghotaram_pure_healthy_lachha_mathi_salone_mathri_nimki_evening_tea_time_snacks_crispy_namke,Ghotaram Pure & Healthy Lachha Mathi Salone Mathri | Nimki | Evening Tea Time Snacks | Crispy | Namkeen | Ready to eat | Snacks | Preservatives Free | Gift Snack No Preservatives-250*1Pack,Ghotaram,snacks,chips-namkeen,1.0,pack,219.0,jiomart,550.0,65.0,10.0,4.0,30.0,15.0,2.0,350.0,5.0,,,,,,
69,jiomart_imported_imported_prime_drink_strawberry_banana_sports_drinks_with_zero_sugar_added_exotic_delicious,Imported Prime Drink Strawberry Banana Sports Drinks | With Zero Sugar Added Exotic Delicious Flavour New Edition 500ml,Imported,beverage,juice-drink,500.0,ml,340.0,jiomart,,12.8,9.5,0.4,2.1,0.7,,10.0,0.3,,,,,,
70,jiomart_granules_n_beans_granules_n_beans_saffron_cardamom_chai_instant_tea_premix_10_sachet_x_14g_140g,Granules n Beans Saffron Cardamom Chai Instant Tea Premix - 10 Sachet x 14g - 140g,Granules N Beans,beverage,tea-cofee,10.0,Sachet,190.0,jiomart,,65.0,25.0,2.5,3.5,1.8,0.5,200.0,1.0,,,,,,
71,jiomart_classic_harvest_classic_harvest_fibre_rich_desi_chana_sattu_roasted_gram_flour_450g,Classic Harvest Fibre Rich Desi Chana Sattu / Roasted Gram Flour -450g,Classic Harvest,essentials,flour,450.0,g,185.0,jiomart,375.0,63.5,2.8,12.1,6.3,0.9,11.5,50.0,0.2,,,,,,
72,jiomart_gustora_gustora_spaghetti_pasta_combo_pack_of_2_i_durum_wheat_semolina_i_rich_in_protein_fibre_i_zer,Gustora Spaghetti Pasta Combo Pack Of 2 I Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Cooking Time 10 Min I Vegetarian Pasta - (500 Gm X 2),Gustora,noodles_pasta,noodles-pasta,2.0,,251.0,jiomart,,,,12.1,0.9,0.6,2.5,0.3,,,,,,,
73,jiomart_goshudh_goshudh_brown_sugar_5_kg_1kg_x_5_pack,Goshudh Brown Sugar 5 kg (1Kg X 5 Pack),Goshudh,essentials,salt-sugar,5.0,kg,721.0,jiomart,,66.8,75.0,0.1,0.2,0.1,0.8,,0.5,,,,,,
74,jiomart_br_cart_br_cart_samak_chawal_sama_rice_barnyard_millet_samo_vari_bhagar_fasting_food_rice_mini_broke,"Br Cart Samak Chawal | Sama Rice | Barnyard Millet | Samo | Vari | Bhagar | Fasting Food Rice (Mini Broken Grain, Raw) (0.1 Kg)",Br Cart,essentials,rice,0.1,kg,179.0,jiomart,350.0,75.0,1.0,4.0,2.0,0.5,0.8,2.0,1.0,,,,,,
75,jiomart_pink_delight_pink_delight_kerala_banana_chips_masala_banana_chips_180g_pouch,Pink Delight Kerala Banana Chips | Masala Banana Chips | 180g Pouch,Pink Delight,snacks,chips-namkeen,180.0,g,185.0,jiomart,550.0,25.0,8.0,4.0,24.0,12.0,2.0,250.0,1.0,,,,,,
76,jiomart_kwik_snack_kwik_snack_ott27oats_100_natural_high_fiber_oats_pouch_pouch_200_g,kwik snack (OTT27-Oats) 100% Natural High Fiber Oats Pouch Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,,64.2,4.3,10.1,8.5,0.9,12.6,,0.2,"oats, jaggery, mustard oil, Indian spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
77,jiomart_ksetrikagrha_ksetrikagrha_gobindobhog_rice_1_kg,Ksetrikagrha Gobindobhog Rice 1 kg,Ksetrikagrha,essentials,rice,1.0,kg,695.0,jiomart,350.0,72.0,1.2,4.5,3.8,0.7,0.6,1.0,0.2,,,,,,
78,jiomart_organic_tattva_organic_tattva_ragi_millet_flour_500_g,Organic Tattva Ragi Millet Flour 500 g,Organic Tattva,essentials,flour,500.0,g,64.0,jiomart,360.0,74.5,2.3,12.8,0.7,0.4,6.5,1.0,0.2,,,,,,
79,jiomart_ritebite_ritebite_max_protein_daily_choco_classic_bar_50_g,RiteBite Max Protein Daily Choco Classic Bar 50 g,Ritebite,snacks,breakfast,50.0,g,405.0,jiomart,550.0,65.0,25.0,15.0,30.0,10.0,2.0,350.0,0.5,,,,,,
