batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
11,jiomart_lg_lg_compounded_hing_powder_100_g,LG Compounded Hing Powder 100 g,Lg,essentials,masala,100.0,g,180.0,jiomart,350.0,60.0,10.0,3.0,20.0,12.0,2.0,200.0,4.0,,,,,,
12,jiomart_classic_harvest_classic_harvest_authentic_tibar_basmati_rice_with_rich_aroma_900g,Classic Harvest Authentic Tibar Basmati Rice ( with rich aroma ) 900g,Classic Harvest,essentials,rice,900.0,g,199.0,jiomart,110.0,2.5,0.1,2.3,0.7,0.4,0.6,1.0,0.2,,,,,,
13,jiomart_farmbean_farmbean_jaggery_powder_900gms_nattu_sakkarai_gur_powder_gud_powder,Farmbean Jaggery Powder 900Gms | Nattu Sakkarai | Gur Powder | Gud Powder,Farmbean,essentials,salt-sugar,900.0,g,449.0,jiomart,,69.4,65.8,2.3,0.9,0.5,1.4,,0.8,,,,,,
14,jiomart_lijjat_lijjat_pepper_udad_papad_1_kg,Lijjat Pepper Udad Papad 1 kg,Lijjat,ready_to_eat,ready-to-eat,1.0,kg,347.0,jiomart,360.0,20.3,4.8,2.5,15.9,6.7,1.3,350.0,0.8,,,,,,
15,jiomart_vistevia_vistevia_sugar_free_pineapple_jam_diabetic_and_keto_friendly_sweetened_naturally_with_stevi,"Vistevia Sugar Free Pineapple Jam, Diabetic and Keto Friendly - Sweetened Naturally with Stevia, More Than 60% Pineapple Content - Tastes Delicious - Pack of 1 (220GM)",Vistevia,spread,sauce-ketchup-butter,220.0,g,285.0,jiomart,,15.8,10.2,0.1,0.3,0.1,0.6,20.0,0.2,"Stevia, Pineapple Puree, Sugar-Free Thickener (Tapioca Starch), Mustard Oil",30g,7.0,,,
16,jiomart_imported_imported_monster_energy_mango_loco_juiced_energy_drink_energy_drink_500_ml_mango_flavour_im,Imported - Monster Energy Mango Loco Juiced Energy Drink Energy Drink 500 ml (Mango Flavour) - Imported from USA,Imported,beverage,juice-drink,500.0,ml,340.0,jiomart,,,34.8,0.5,2.1,1.4,0.3,150.0,0.8,,,,,,
17,jiomart_green_piece_green_piece_black_olives_230gm_and_green_olives_230gm,Green Piece Black Olives (230gm) and Green Olives (230gm),Green Piece,ready_to_eat,ready-to-eat,230.0,g,359.0,jiomart,,8.2,1.3,4.5,21.6,12.9,0.7,340.0,1.8,,,,,,
18,jiomart_kotharis_royal_organic_foods_kotharis_royal_organic_palm_sugar_200gm,Kothari's Royal Organic Palm Sugar 200gm,Kothari’S Royal Organic Foods,essentials,salt-sugar,200.0,g,175.0,jiomart,,39.8,75.0,,0.5,0.1,,2.8,0.3,,,,,,
19,jiomart_good_life_good_life_broken_cashews_100_g,Good Life Broken Cashews 100 g,Good Life,essentials,dry-fruits-nuts,100.0,g,115.0,jiomart,550.0,21.0,6.0,14.0,31.0,10.0,4.0,1.0,2.0,,,,,,
20,jiomart_trinetra_trinetra_soya_chunks_250_g,Trinetra Soya Chunks 250 g,Trinetra,essentials,wheat-soya,250.0,g,145.0,jiomart,370.0,55.5,2.8,10.4,14.6,3.9,1.5,350.0,0.8,,,,,,
