batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
47,jiomart_goshudh_goshudh_bura_2500_g_500g_x_5_pack_sugar_powder,Goshudh Bura 2500 g (500g X 5 Pack) Sugar Powder,Goshudh,essentials,salt-sugar,2500.0,g,269.0,jiomart,,,99.9,,0.1,0.01,,2.0,99.0,,,,,,
48,jiomart_tata_simply_better_tata_simply_better_groundnut_oil_1l_peanut_oil_groundnut_oil_rich_aroma_flavour_o,Tata Simply Better Groundnut Oil 1L | Peanut Oil | Groundnut Oil Rich Aroma & Flavour Of Real Groundnuts Coldpressed,Tata Simply Better,essentials,oil,1.0,L,425.0,jiomart,,0.2,0.0,1.7,14.8,9.5,0.3,,0.05,"Groundnut, Mustard oil",30g,7.0,,,
49,jiomart_gustora_gustora_100_durum_wheat_semolina_pasta_combo_i_vegetarian_i_rich_in_fibre_protein_i_conchigi,"Gustora 100% Durum Wheat Semolina Pasta Combo I Vegetarian I Rich in Fibre & Protein I Conchigile, Fettuccine, Farfalle, Macaroni Pasta Combo of 500g each (Pack of 4, 2 kg)",Gustora,noodles_pasta,noodles-pasta,500.0,g,379.0,jiomart,370.0,73.8,1.2,12.9,3.4,0.7,5.8,1.2,0.6,,,,,,
50,jiomart_green_piece_green_piece_mint_mayonnaise_dips_spreads_pack_of_2250gmx2,Green Piece Mint Mayonnaise Dips & Spreads (Pack of 2)(250gmx2),Green Piece,flavourings,pickles-chutney,250.0,g,354.0,jiomart,,5.2,1.8,0.3,23.4,14.9,0.2,150.0,1.5,,,,,,
51,jiomart_gustora_gustora_healthy_elbow_pipe_rigate_pasta_combo_pack_of_2_made_of_durum_wheat_semolina_i_rich_,Gustora Healthy Elbow & Pipe Rigate Pasta Combo Pack of 2 Made Of Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - (500 Gm X 2),Gustora,noodles_pasta,noodles-pasta,2.0,,227.0,jiomart,,,,,,,,,,,,,,,
52,jiomart_major_major_marwar_papad_combo_super_saver_pack_of_moong_punjabi_moong_special_chana_masala_urad_dal,"Major Marwar Papad Combo (Super Saver) Pack of Moong Punjabi, Moong Special, Chana Masala, Urad Dal Papad (Handmade Papad) 400g Each Pack of 4, Total 1.6 Kilograms",Major,ready_to_eat,ready-to-eat,400.0,g,649.0,jiomart,,,,,,,,,,,,,,,
53,jiomart_desi_treat_desi_treat_veg_soya_chaap_800g_x_pack_of_2,Desi Treat Veg Soya Chaap 800g x Pack of 2,Desi Treat,ready_to_eat,ready-to-eat,800.0,g,468.0,jiomart,350.0,55.0,10.0,12.0,15.0,3.0,2.0,350.0,1.0,,,,,,
54,jiomart_hellmanns_hellmanns_real_mayonnaise_250_g,Hellmann's Real Mayonnaise 250 g,Hellmann'S,spread,sauce-ketchup-butter,250.0,g,88.0,jiomart,,2.5,0.4,1.3,22.6,16.8,,140.0,0.4,"Mustard oil, Egg yolks, Vinegar, Sugar, Salt, Spices",30g,7.0,,,
55,jiomart_kinsfolk_kinsfolk_extra_virgin_olive_oil_imported_olive_oil_from_spain_250ml,Kinsfolk Extra Virgin Olive Oil (( Imported Olive Oil from Spain) ) -250ml,Kinsfolk,essentials,oil,250.0,ml,173.0,jiomart,,0.0,0.0,0.0,20.2,14.3,0.0,,0.0,"Mustard Oil, Olive Oil",10ml,25.0,,,
56,jiomart_pansari_pansari_signature_basmati_rice_long_grain_rice_3_kg,"Pansari Signature Basmati Rice, Long Grain Rice - 3 Kg",Pansari,essentials,rice,3.0,kg,549.0,jiomart,360.0,76.2,0.6,4.8,1.5,0.9,0.7,1.0,0.2,,,,,,
57,jiomart_catch_catch_peri_peri_masala_sprinkler_90_g,Catch Peri Peri Masala Sprinkler 90 g,Catch,essentials,masala,90.0,g,66.0,jiomart,375.0,45.5,10.2,4.8,22.1,12.3,0.5,450.0,2.9,,,,,,
58,jiomart_chef_urbano_chef_urbano_himalayan_pink_salt_200_g,Chef Urbano Himalayan Pink Salt 200 g,Chef Urbano,essentials,salt-sugar,200.0,g,110.0,jiomart,,,,0.2,0.1,0.05,,350.0,30.0,,,,,,
59,jiomart_goanfest_goan_fest_jamun_fruit_drink_200_ml,Goan Fest Jamun Fruit Drink 200 ml,Goanfest,beverage,juice-drink,200.0,ml,46.0,jiomart,,11.4,13.9,0.3,0.2,0.1,0.5,10.0,0.4,"jamun fruit, sugar, water, natural flavor, citric acid",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
60,jiomart_good_life_good_life_kalimunch_raw_rice_1_kg,Good Life Kalimunch Raw Rice 1 kg,Good Life,essentials,rice,1.0,kg,99.0,jiomart,360.0,74.2,0.7,4.3,1.8,0.6,0.9,2.5,0.3,,,,,,
61,jiomart_chataka_tales_chataka_tales_bhut_jolokia_pickle_worldss_5th_hottest_chilli_100_gm,Chataka Tales Bhut Jolokia Pickle Worlds's 5th Hottest Chilli 100 GM,Chataka Tales,flavourings,pickles-chutney,5.0,th,250.0,jiomart,,,,,7.5,1.2,0.5,250.0,3.0,,,,,,
62,jiomart_true_elements_true_elements_corn_flakes_pro_millet_crunch_buy_one_get_one_free_feel_full_till_now_lu,"True Elements Corn Flakes Pro Millet Crunch - Buy One Get One FREE | Feel Full Till Now Lunch | Cornflakes with Goodness of Wheat Flakes and Jowar Flakes, (500gm * 2) - 1000 gm",True Elements,snacks,breakfast,500.0,g,319.0,jiomart,360.0,69.5,11.2,8.1,4.3,0.6,2.5,250.0,0.8,"Wheat Flakes, Jowar Flakes, Corn Flakes, Millet Flour",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
63,jiomart_swad_swad_punjabi_mixed_pachranga_pickle_400g,SWAD Punjabi Mixed Pachranga Pickle 400g,Swad,flavourings,pickles-chutney,400.0,g,165.0,jiomart,357.0,8.5,7.1,0.2,20.6,10.4,0.5,220.0,1.8,,,,,,
64,jiomart_aryionuts_aryionuts_tasty_sugar_coated_jelly_candy_bites_irresistible_delights_in_a_400_gram,Aryionuts Tasty Sugar Coated Jelly Candy Bites - Irresistible Delights in a 400 Gram,Aryionuts,chocolate,chocolate,400.0,g,169.0,jiomart,550.0,63.0,44.0,3.0,30.0,18.0,,150.0,0.5,,,,,,
65,jiomart_amizzo_amizzo_premium_buckwheat_flour_kuttu_giri_kuttu_ka_atta_100_natural_glutenfree_highprotien_fi,"Amizzo Premium Buckwheat Flour (Kuttu Giri / Kuttu ka Atta)- 100% Natural, Gluten-Free, High-Protien & Fibre-Rich | Ideal for Fasting, Healthy Baking & Everyday Cooking | 500g Pack",Amizzo,essentials,flour,500.0,g,220.0,jiomart,,70.0,2.5,12.4,1.8,0.7,10.3,,,"Buckwheat, Mustard Oil, Jaggery",30g,7.0,,,
66,jiomart_bevzilla_bevzilla_60_instant_coffee_powder_sachets4_flavours_with_frother_120_grams_hazelnutclassic_,"Bevzilla 60 Instant Coffee Powder Sachets(4 Flavours) with Frother - 120 Grams | Hazelnut,Classic, French Vanilla & English Butterscotch | 15 Sachets Each Flavour| Makes 60 Cups| 100 % Arabica Coffee| Cafe coffee Kit",Bevzilla,beverage,tea-cofee,60.0,Instant,499.0,jiomart,350.0,60.0,40.0,5.0,20.0,10.0,2.0,200.0,1.0,,,,,,
67,jiomart_maggi_maggi_hot_sweet_tomato_chilli_sauce_500_g,Maggi Hot & Sweet Tomato Chilli Sauce 500 g,Maggi,spread,sauce-ketchup-butter,500.0,g,115.0,jiomart,355.0,20.5,14.8,1.4,19.3,10.6,0.5,350.0,2.8,,,,,,
68,jiomart_city_salt_city_salt_sprinkler_rock_salt_8_kg,City Salt Sprinkler Rock Salt 8 KG,City Salt,essentials,salt-sugar,8.0,kg,560.0,jiomart,,,,,,,,1020.0,990.0,,,,,,
69,jiomart_shera_shera_tea_premium_elaichi_chai_1_kg_red,SHERA Tea Premium Elaichi Chai 1 kg Red,Shera,beverage,tea-cofee,1.0,kg,599.0,jiomart,,3.2,6.5,0.8,1.4,0.9,0.2,35.0,0.5,"Black tea, Elaichi (Cardamom), Ginger, Cinnamon, Cloves, Mace",30g,7.0,,,
70,jiomart_aashirvaad_aashirvaad_chakki_mp_lokwan_premium_blend_atta_5_kg,Aashirvaad Chakki MP Lokwan Premium Blend Atta 5 kg,Aashirvaad,essentials,flour,5.0,kg,250.0,jiomart,350.0,74.5,1.2,12.3,4.8,2.5,0.9,1.2,0.6,,,,,,
71,jiomart_savour_savour_plain_dalia_400g_pack_of_6_400g_x_6_pcs,"SAVOUR PLAIN DALIA 400G PACK OF 6, 400G X 6 PCS",Savour,essentials,flour,400.0,g,264.0,jiomart,356.0,74.2,4.8,9.5,10.3,7.2,1.5,0.8,0.4,,,,,,
72,jiomart_yogabar_yogabar_pumpkin_seeds_unroasted_rich_in_protein_and_fiber_superfood_250g,Yogabar Pumpkin Seeds Unroasted Rich in Protein and Fiber Superfood - 250g,Yogabar,essentials,dry-fruits-nuts,250.0,g,149.0,jiomart,,12.2,1.3,13.5,10.8,4.7,6.2,,0.3,,,,,,
73,jiomart_9_am_9am_strawberry_syrup_750ml_pack_of_1_ready_to_drink_syrup_for_cocktails_smoothies_desserts_ice_,"9am Strawberry Syrup 750ml (Pack of 1) | Ready to drink Syrup For Cocktails, smoothies, desserts, Ice Creams, and more | Refreshing Summer Drinks | Concentrated Syrup | Ready to mix syrup",9 Am,beverage,juice-drink,9.0,,175.0,jiomart,,,60.0,0.5,0.1,0.05,0.2,,,,,,,,
74,jiomart_jivraj_jivraj_tea_250gm_ctc_tea_assam_tea_black_tea_leaf_tea_chai_patti_tea_powder_250gm_pouch,Jivraj Tea 250gm | CTC Tea | Assam Tea | Black Tea | Leaf Tea | Chai Patti | Tea Powder 250gm Pouch,Jivraj,beverage,tea-cofee,250.0,g,199.0,jiomart,69.0,2.4,1.8,0.3,0.2,0.1,0.1,5.0,0.4,,,,,,
75,jiomart_cook_garden_cookgarden_instant_oats_500_gm_and_fingermillet_pasta_300_gm_pack_of_2,CookGarden Instant Oats 500 gm and Fingermillet Pasta 300 gm - Pack Of 2,Cook Garden,snacks,breakfast,500.0,g,349.0,jiomart,,65.0,4.5,8.0,2.5,1.0,3.0,,0.5,"Instant Oats, Fingermillet Pasta, Mustard Oil, Jaggery, Indian Spices",30g,7.0,,,
76,jiomart_mr_healthy_eats_mr_healthy_eats_organic_dalia_moong_sprouted_fenugreek_mix_in_foodgrade_container_40,"M.R Healthy Eats Organic Dalia, Moong & Sprouted Fenugreek Mix In Food-Grade Container 400g Pack of 1",M.R Healthy Eats,baby,baby,,R,159.0,jiomart,370.0,64.2,12.1,10.3,14.5,6.4,2.8,15.0,0.9,,,,,,
77,jiomart_balaji_wafers_balaji_masala_masti_potato_wafers_135_g,Balaji Masala Masti Potato Wafers 135 g,Balaji Wafers,snacks,chips-namkeen,135.0,g,35.0,jiomart,360.0,45.5,4.8,3.2,19.1,11.6,0.5,350.0,4.0,,,,,,
78,jiomart_surya_surya_500g_gongura_pickle_with_garlic_ambaadi_ka_aachar_traditional_south_indian_speciality_in,Surya 500g Gongura Pickle with Garlic| Ambaadi ka aachar| Traditional South Indian Speciality Incomplete,Surya,flavourings,pickles-chutney,500.0,g,207.0,jiomart,55.0,10.2,5.8,0.6,3.7,1.4,0.2,250.0,4.0,,,,,,
79,jiomart_disano_disano_crunchy_peanut_butter_924_g,Disano Crunchy Peanut Butter 924 g,Disano,spread,sauce-ketchup-butter,924.0,g,187.0,jiomart,,21.2,10.5,8.1,14.3,6.4,0.9,350.0,0.2,"Mustard Oil, Roasted Peanuts, Sugar, Salt, Emulsifier (Soy Lecithin), Stabilizer (Mono- and Diglycerides)",30g,7.0,,,
80,jiomart_ritually_pure_ritually_pure_100_organic_cashew_whole_kaju_sabut_whole_crunchy_cashew_nutritious_deli,Ritually Pure 100% Organic | Cashew Whole | Kaju Sabut | Whole Crunchy Cashew | Nutritious & Delicious | Gluten Free | 200 Gm Pack,Ritually Pure,essentials,dry-fruits-nuts,200.0,g,349.0,jiomart,,21.3,6.9,13.4,14.8,2.5,2.1,,0.3,,,,,,
