batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,product_id
11,jiomart_cadbury_cadbury_celebrations_assorted_chocolate_gift_pack_1542_g,Cadbury Celebrations Assorted Chocolate Gift Pack 154.2 g,Cadbury,chocolate,chocolate,154.2,g,157.0,jiomart,550.0,63.2,43.5,6.3,37.9,25.4,1.2,12.0,0.5,"Sugar, Cocoa Mass, Vegetable Fat (Partially Hydrogenated), Skimmed Milk Powder, Wheat Flour, Confectioner's Glaze, Salt, Emulsifier (Soy Lecithin), Natural Flavour, Colour (E 160a)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,jiomart_cadbury_cadbury_celebrations_assorted_chocolate_gift_pack_1542_g
12,jiomart_saffola_saffola_active_honey_1_kg,Saffola Active Honey 1 kg,Saffola,spread,sauce-ketchup-butter,1.0,kg,275.0,jiomart,370.0,17.2,11.5,0.3,21.8,12.7,0.1,10.0,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_saffola_saffola_active_honey_1_kg
13,jiomart_pink_delight_pink_delight_sulphurless_double_refined_sugar_1_kg_moong_whole_1_kg_pack_of_2_2_kg_pack,Pink Delight Sulphurless Double Refined Sugar 1 Kg + Moong Whole 1 KG | Pack of 2 | 2 Kg Pack,Pink Delight,essentials,salt-sugar,1.0,kg,385.0,jiomart,,,99.9,,,,,,0.01,"Sulphurless Double Refined Sugar, Moong Whole",30g,7.0,0.85,Verified from Indian nutrition label,,jiomart_pink_delight_pink_delight_sulphurless_double_refined_sugar_1_kg_moong_whole_1_kg_pack_of_2_2_kg_pack
14,jiomart_candzey_candzey_litchi_candy_100_g,Candzey Litchi Candy 100 g,Candzey,chocolate,chocolate,100.0,g,18.0,jiomart,575.0,64.2,43.5,3.8,34.6,20.1,0.2,,0.4,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_candzey_candzey_litchi_candy_100_g
15,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_29,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *29,Choyo,noodles_pasta,noodles-pasta,,,2400.0,jiomart,,38.2,5.6,4.3,10.1,1.8,0.9,350.0,2.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_29
16,jiomart_mrgold_mrgold_refined_ricebran_oil_5l_can_1l_pet_combo_total_6l,Mr.Gold Refined Ricebran Oil 5L Can + 1L Pet Combo - Total 6L,Mr.Gold,essentials,oil,,,999.0,jiomart,,0.2,0.1,0.1,14.5,8.3,0.2,,0.05,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_mrgold_mrgold_refined_ricebran_oil_5l_can_1l_pet_combo_total_6l
17,jiomart_coreganic_coreganic_premium_kimia_dates_for_high_fibre_500g,Coreganic Premium kimia Dates For High Fibre 500g,Coreganic,essentials,dry-fruits-nuts,500.0,g,247.0,jiomart,277.0,67.8,45.6,2.9,0.4,0.1,11.8,0.5,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_coreganic_coreganic_premium_kimia_dates_for_high_fibre_500g
18,jiomart_sarv_matrikaa_sarv_matrikaa_woodpressed_yellow_mustard_oil_100_natural_cold_pressed_pure_unrefined_c,"SARV MATRIKAA Wood-Pressed Yellow Mustard Oil | 100% Natural & Cold Pressed | Pure, Unrefined & Chemical-Free | Edible Grade for Cooking, Skin & Hair (1 Litre)",Sarv Matrikaa,essentials,oil,1.0,L,320.0,jiomart,120.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_sarv_matrikaa_sarv_matrikaa_woodpressed_yellow_mustard_oil_100_natural_cold_pressed_pure_unrefined_c
19,jiomart_madhuri_madhuri_refined_soyabean_oil_cooking_oil_perfect_for_deep_frying_baking_roasting15_liter_can,MADHURI Refined Soyabean Oil Cooking Oil | Perfect for Deep Frying Baking Roasting-15 Liter Can,Madhuri,essentials,oil,15.0,L,2900.0,jiomart,,0.2,0.0,0.3,12.5,8.5,0.1,,0.05,"Soyabean, Mustard Oil, Spices",30g,7.0,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_madhuri_madhuri_refined_soyabean_oil_cooking_oil_perfect_for_deep_frying_baking_roasting15_liter_can
20,jiomart_meishi_meishi_mi_vietnamese_wheat_noodles_300_gms,Meishi Mi Vietnamese Wheat Noodles 300 GMS,Meishi,noodles_pasta,noodles-pasta,300.0,g,262.0,jiomart,,65.0,2.0,8.0,3.0,1.5,0.5,,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_meishi_meishi_mi_vietnamese_wheat_noodles_300_gms
21,jiomart_harikishorees_harikishorees_green_chilli_pickle_spicy_and_tangy_traditional_indian_taste_flavorful_c,HARIKISHOREE'S Green Chilli Pickle | Spicy and Tangy | Traditional Indian Taste | Flavorful Condiment | Perfect with Meals | Rich in Spices | Home-Style Recipe | Sealed Fresh Pack | Pack of 1 | 500g,Harikishoree'S,flavourings,pickles-chutney,500.0,g,303.0,jiomart,,,,,14.2,8.5,0.7,350.0,1.2,,,,,,,jiomart_harikishorees_harikishorees_green_chilli_pickle_spicy_and_tangy_traditional_indian_taste_flavorful_c
22,jiomart_mutti_mutti_whole_peeled_italian_tomatoes_tin_800g,Mutti Whole Peeled Italian Tomatoes - Tin 800g,Mutti,spread,sauce-ketchup-butter,800.0,g,540.0,jiomart,15.0,3.8,1.2,0.5,0.7,0.4,0.3,1.0,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_mutti_mutti_whole_peeled_italian_tomatoes_tin_800g
23,jiomart_eniya_eniya_cold_pressed_sesame_oil_gingelly_oil_nalla_ennai_1l,ENIYA Cold pressed Sesame Oil / Gingelly Oil/ Nalla Ennai 1L,Eniya,essentials,oil,1.0,L,380.0,jiomart,900.0,0.0,0.0,0.0,99.0,11.5,0.0,0.0,0.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_eniya_eniya_cold_pressed_sesame_oil_gingelly_oil_nalla_ennai_1l
24,jiomart_narbhavi_narbhavi_wood_pressed_gingellytilsesame_oil_500ml_kolhu_kacchi_ghani_chekku_500ml,Narbhavi Wood Pressed Gingelly/Til/Sesame Oil 500ml| Kolhu| Kacchi Ghani| Chekku| 500ml,Narbhavi,essentials,oil,500.0,ml,345.0,jiomart,,,,,11.2,7.8,0.1,0.3,0.5,,,,,,,jiomart_narbhavi_narbhavi_wood_pressed_gingellytilsesame_oil_500ml_kolhu_kacchi_ghani_chekku_500ml
25,jiomart_vrutalay_vrutalay_groundnut_oil_1_ltr_100_pure_groundnut_oil_no_added_preservatives_or_chemical_wood,Vrutalay Groundnut Oil 1 LTR | | 100% Pure Groundnut Oil | | No added Preservatives or Chemical | | Wood pressed Groundnut Oil | | (1L *Pack of 1),Vrutalay,essentials,oil,1.0,L,289.0,jiomart,884.0,0.1,0.0,3.6,98.9,8.5,0.0,0.0,0.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_vrutalay_vrutalay_groundnut_oil_1_ltr_100_pure_groundnut_oil_no_added_preservatives_or_chemical_wood
26,jiomart_colonel_kushwahas_colonel_kushwahas_arhar_dal_toor_dal,Colonel KUSHWAHA'S Arhar Dal/ Toor Dal,Colonel Kushwaha'S,essentials,pulses,,,607.0,jiomart,348.0,72.2,1.4,18.8,7.3,0.9,6.5,1.0,0.4,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_colonel_kushwahas_colonel_kushwahas_arhar_dal_toor_dal
27,jiomart_unibic_unibic_choco_chip_cookies_675_g,Unibic Choco Chip Cookies 67.5 g,Unibic,snacks,biscuit,67.5,g,25.0,jiomart,550.0,64.0,22.0,4.0,26.0,16.0,1.0,150.0,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_unibic_unibic_choco_chip_cookies_675_g
28,jiomart_oya_oya_chocolate_crunchy_almond_dates_premium_chocolate_dates_with_crunchy_almond_dark_chocolates_1,"Oya Chocolate Crunchy Almond Dates, Premium Chocolate Dates With Crunchy Almond | (Dark Chocolates, 1kg)",Oya,chocolate,chocolate,1.0,kg,859.0,jiomart,580.0,74.5,55.2,10.3,34.8,22.1,4.5,150.0,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_oya_oya_chocolate_crunchy_almond_dates_premium_chocolate_dates_with_crunchy_almond_dark_chocolates_1
29,jiomart_green_piece_green_piece_cornflour_powdercorn_strachararot_powdermakkai_powder_100gm,Green Piece Cornflour Powder/Corn Strach/Ararot Powder/Makkai Powder (100gm),Green Piece,ready_to_eat,ready-to-eat,100.0,g,149.0,jiomart,360.0,74.0,6.0,4.5,2.5,1.5,3.0,150.0,10.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_green_piece_green_piece_cornflour_powdercorn_strachararot_powdermakkai_powder_100gm
30,jiomart_dry_fruit_hub_nature_gives_we_serve_dry_fruit_hub_cake_sprinkles_combo_pack_300_gms_choco_chips_spri,"Dry Fruit Hub - Cake Sprinkles Combo Pack 300 gms, Choco Chips, Sprinkles For Cake Decoration",Dry Fruit Hub Nature Gives We Serve,chocolate,chocolate,300.0,g,285.0,jiomart,550.0,73.0,55.0,4.0,32.0,20.0,2.0,50.0,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_dry_fruit_hub_nature_gives_we_serve_dry_fruit_hub_cake_sprinkles_combo_pack_300_gms_choco_chips_spri
31,jiomart_green_piece_green_piece_green_chilli_pickle_500gm_pack_of_2,Green Piece Green Chilli Pickle 500gm (Pack of 2),Green Piece,flavourings,pickles-chutney,500.0,g,299.0,jiomart,,9.8,7.3,0.5,6.4,2.1,0.9,250.0,3.8,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_green_piece_green_piece_green_chilli_pickle_500gm_pack_of_2
32,jiomart_trinetra_trinetra_suji_rawa_500_g_pack,Trinetra Suji / Rawa 500 g Pack,Trinetra,essentials,flour,500.0,g,175.0,jiomart,,68.0,1.5,9.0,2.0,1.5,0.6,,0.3,"Mustard Oil, Wheat Flour, Jaggery, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,jiomart_trinetra_trinetra_suji_rawa_500_g_pack
33,jiomart_dolce_vita_dolce_vita_spanish_extra_light_olive_oil_1l,"Dolce Vita Spanish Extra Light Olive Oil, 1L",Dolce Vita,essentials,oil,1.0,L,2652.0,jiomart,,,,,14.0,8.0,0.2,,,,,,,,,jiomart_dolce_vita_dolce_vita_spanish_extra_light_olive_oil_1l
34,jiomart_veedint_veedint_pink_salt_granules_400_gm_sendha_namak_mineralrich_salt_for_healthy_cooking_himalaya,Veedint Pink Salt Granules 400 gm | Sendha Namak | Mineral-rich Salt for Healthy Cooking Himalayan Pink Salt (400 g),Veedint,essentials,salt-sugar,400.0,g,115.0,jiomart,,,,0.4,0.1,0.05,0.0,102.0,99.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_veedint_veedint_pink_salt_granules_400_gm_sendha_namak_mineralrich_salt_for_healthy_cooking_himalaya
35,jiomart_nescafe_nescafes_cappuccino_chocolate_instant_coffee_tin_180g_imported,Nescafes Cappuccino Chocolate Instant Coffee Tin 180g (Imported),Nescafe,beverage,tea-cofee,180.0,g,360.0,jiomart,,,11.2,3.9,8.1,4.5,0.6,,,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_nescafe_nescafes_cappuccino_chocolate_instant_coffee_tin_180g_imported
36,jiomart_gulab_gulab_cold_pressed_groundnut_oil_5_litre_peanut_oil_sing_tel_kolhukachhi_ghanichekkuwood_press,Gulab Cold Pressed Groundnut Oil - 5 Litre | Peanut Oil | Sing Tel | Kolhu/Kachhi Ghani/Chekku/Wood Pressed | Natural Cooking Oil | Chemical Free,Gulab,essentials,oil,5.0,L,1590.0,jiomart,,0.4,0.1,8.2,87.6,9.5,0.3,,0.1,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_gulab_gulab_cold_pressed_groundnut_oil_5_litre_peanut_oil_sing_tel_kolhukachhi_ghanichekkuwood_press
37,jiomart_sams_sams_8_to_9_meal_sauce_200g_and_vinegar_700ml_combo,Sams 8 to 9 Meal Sauce 200g and vinegar 700ml combo,Sams,flavourings,pickles-chutney,8.0,to,375.0,jiomart,,4.5,2.1,0.3,14.5,8.5,0.6,250.0,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_sams_sams_8_to_9_meal_sauce_200g_and_vinegar_700ml_combo
38,jiomart_the_organic_farmers_street_the_organic_farmers_street_kachi_ghani_groundnut_oil_1_litre,THE ORGANIC FARMERS STREET Kachi Ghani Groundnut oil 1 Litre,The Organic Farmers Street,essentials,oil,1.0,L,390.0,jiomart,,,,,89.8,11.2,0.4,0.1,0.01,"Groundnut, Mustard Oil",30g,7.0,,,,jiomart_the_organic_farmers_street_the_organic_farmers_street_kachi_ghani_groundnut_oil_1_litre
39,jiomart_goshudh_goshudh_bajra_atta_2_kg_500g_x_4_pack,Goshudh Bajra Atta 2 kg (500g X 4 Pack),Goshudh,essentials,flour,2.0,kg,370.0,jiomart,360.0,70.0,3.0,8.0,2.0,0.5,4.0,1.0,1.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_goshudh_goshudh_bajra_atta_2_kg_500g_x_4_pack
40,jiomart_cocoguru_cocoguru_high_grade_coconut_cooking_oil_pouch_1_litre_edible_coconut_oil_for_cooking_hair_s,"Cocoguru High Grade Coconut Cooking Oil - Pouch 1 Litre | Edible Coconut Oil | For Cooking, Hair, Skin, Baby Massage & Oil Pulling | Pure & Unrefined, Natural, Double Filtered | Keto Diet",Cocoguru,essentials,oil,1.0,L,645.0,jiomart,870.0,0.2,0.0,12.3,90.4,77.6,1.5,0.0,0.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_cocoguru_cocoguru_high_grade_coconut_cooking_oil_pouch_1_litre_edible_coconut_oil_for_cooking_hair_s
41,jiomart_nestea_nestea_lemon_iced_tea_200_ml,Nestea Lemon Iced Tea 200 ml,Nestea,beverage,juice-drink,200.0,ml,29.0,jiomart,,10.2,9.5,0.1,0.3,0.2,0.0,10.0,,"Sugar, Lemon Juice Concentrate, Tea Extract, Aspartame, Acesulfame Potassium, Citric Acid, Natural Flavour",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,jiomart_nestea_nestea_lemon_iced_tea_200_ml
42,jiomart_aryionuts_aryionuts_premium_organics_dry_fruits_afghani_anjeer_250gm_dried_figs_natural_rich_in_iron,"ARYIONUTS Premium Organics Dry Fruits Afghani Anjeer - 250gm | Dried Figs | Natural, Rich in Iron, Fibre & Vitamins Anjeer Figs | Afghanistan Anjir Dry Fruit Jar Pack - (250gm) Incomplete",Aryionuts,essentials,dry-fruits-nuts,250.0,g,249.0,jiomart,,64.4,24.3,2.1,0.6,0.3,8.9,,,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_aryionuts_aryionuts_premium_organics_dry_fruits_afghani_anjeer_250gm_dried_figs_natural_rich_in_iron
43,jiomart_freshocartz_freshocartz_premium_mix_dry_fruits_dry_fruits_mix_mixture_of_nuts_and_dry_fruits_cashews,"FreshoCartz Premium Mix Dry Fruits | Dry Fruits Mix | Mixture of Nuts and Dry Fruits | Cashews, Almonds, Apricots, Pistachios, Raisins, Walnuts, Assorted Nuts (250 g)",Freshocartz,essentials,dry-fruits-nuts,250.0,g,249.0,jiomart,,43.6,21.1,7.3,16.4,2.5,3.8,,0.6,"Cashews, Almonds, Apricots, Pistachios, Raisins, Walnuts",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,jiomart_freshocartz_freshocartz_premium_mix_dry_fruits_dry_fruits_mix_mixture_of_nuts_and_dry_fruits_cashews
44,jiomart_goshudh_goshudh_sugar_750_g,Goshudh Sugar 750 g,Goshudh,essentials,salt-sugar,750.0,g,76.0,jiomart,374.0,75.4,55.8,0.2,3.5,1.6,0.7,250.0,10.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_goshudh_goshudh_sugar_750_g
45,jiomart_myfitness_peanut_butter_myfitness_peanut_butter_chocolate_crunchy_227gm,"MYFITNESS Peanut Butter Chocolate Crunchy, 227gm",Myfitness Peanut Butter,spread,sauce-ketchup-butter,227.0,g,139.0,jiomart,,24.0,15.0,8.0,16.0,6.5,2.0,350.0,1.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_myfitness_peanut_butter_myfitness_peanut_butter_chocolate_crunchy_227gm
46,jiomart_steviocal_steviocal_sugar_free_zero_calorie_stevia_sweetener_for_diet_50_sachets_1_gram_pack_of_6,"Steviocal Sugar Free, Zero Calorie, Stevia Sweetener for Diet, 50 Sachets, 1 Gram Pack of 6",Steviocal,essentials,salt-sugar,50.0,sachets,844.0,jiomart,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_steviocal_steviocal_sugar_free_zero_calorie_stevia_sweetener_for_diet_50_sachets_1_gram_pack_of_6
47,jiomart_the_whole_truth_the_whole_truth_supersaver_pack_unsweetened_peanut_butter_925_g_creamy_no_added_suga,The Whole Truth - Supersaver Pack | Unsweetened Peanut Butter | 925 g | Creamy | No Added Sugar | High Protein | No Artificial Sweeteners | No Gluten & Soy | No Preservatives | 100% natural protein source,The Whole Truth,spread,sauce-ketchup-butter,925.0,g,497.0,jiomart,575.0,8.2,1.7,22.3,55.5,14.4,0.9,10.0,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_the_whole_truth_the_whole_truth_supersaver_pack_unsweetened_peanut_butter_925_g_creamy_no_added_suga
48,jiomart_food_library_the_magic_of_nature_food_library_the_magic_of_naturenescaf_classic_pouch_500g,"Food Library The Magic of NatureNescafé Classic Pouch, 500G",Food Library The Magic Of Nature,beverage,tea-cofee,500.0,g,2299.0,jiomart,365.0,64.4,36.8,3.7,12.2,6.5,0.4,150.0,1.3,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_food_library_the_magic_of_nature_food_library_the_magic_of_naturenescaf_classic_pouch_500g
49,jiomart_goshudh_goshudh_desi_khand_1_kg_500g_x_2_pack_sugar,Goshudh Desi Khand 1 kg (500g X 2 Pack) Sugar,Goshudh,essentials,salt-sugar,1.0,kg,162.0,jiomart,,,2.8,0.1,0.3,0.1,,0.4,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_goshudh_goshudh_desi_khand_1_kg_500g_x_2_pack_sugar
50,jiomart_chokhi_dhani_chokhi_dhani_mango_pickle_500gm,Chokhi Dhani Mango Pickle 500gm,Chokhi Dhani,flavourings,pickles-chutney,500.0,g,199.0,jiomart,375.0,20.5,10.2,0.3,24.8,14.1,0.5,250.0,2.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards - Batch 3,jiomart_chokhi_dhani_chokhi_dhani_mango_pickle_500gm
